Id;lemme;anagramme;nb_lettres;nb_lettres2;syn_1;syn_2;syn_3;syn_4;syn_5;def_1;def_2;def_3
37;question;tqseonui;_ _ _ _ _ _ _ _;8;interrogation;problème;colle;énigme;devinette;Interrogation, demande que l’on fait pour s’informer de quelque chose.;(Grammaire) Type de phrase pour demander une information, généralement avec un syntagme ou un particule interrogatif, ou avec l’ordre des mots spécial. → voir phrase interrogative.;(En particulier) (Dans la narration littéraire) Phrase dont le but est d’inviter un auditeur, un lecteur à donner une explication, un renseignement, ou tout cas appelant une réponse.
38;affaire;ffaiare;_ _ _ _ _ _ _;7;évènement;cas;fait;travail;action;Chose dont on doit s’occuper, à faire;Ce qui est le sujet de quelque occupation.;Ce qui est sujet de quelques préoccupations.
39;frère;rrèef;_ _ _ _ _;5;cousin;camarade;parent;confrère;homologue;Individu de sexe masculin qui est né du même père et de la même mère qu'un ou plusieurs autre(s) individu(s).;Tous les hommes en général comme étant tous sortis d’un même père et d’une même mère, comme étant tous de la même espèce.;(Religion) Tous les chrétiens, comme étant tous enfants de Dieu par le baptême.
40;travail;rtlaiva;_ _ _ _ _ _ _;7;tâche;besogne;occupation;emploi;fonction;Labeur, application à une tâche, effort soutenu pour faire quelque chose, en parlant de l’esprit comme du corps.;"(Par extension) Activité professionnelle ; emploi.";Manière dont on travaille habituellement.
41;idée;iéde;_ _ _ _;4;pensée;conception;imagination;vision;vue;Suggestion.;Possibilité.;Façon de faire, plus ou moins originale, qu’un individu ou un groupe d’individus imagine dans le domaine de la connaissance, de l’action ou de la création artistique.
42;famille;mafleil;_ _ _ _ _ _ _;7;race;filiation;lignée;descendance;ascendance;(Désuet) Ensemble formé par les parents, les enfants et les serviteurs d'une maisonnée.;(Strictement) Ensemble formé par les parents et leurs enfants.;(Au sens large) Ensemble des personnes ayant des liens de parenté par le sang ou par alliance.
43;truc;curt;_ _ _ _;4;ruse;astuce;artifice;moyen;méthode;Astuce, un tour de main, un procédé ingénieux.;(Familier) Quelque chose dont on ne connait pas le nom, ou dont on se méfie.;(Géographie) Montagne arrondie.
44;merci;ecirm;_ _ _ _ _;5;remerciement;miséricorde;pitié;grâce;quartier;(Littéraire) (Vieilli) Miséricorde, grâce, pitié.;Bon vouloir par lequel on épargne quelqu’un.;Expression d'un merci.
45;chance;canceh;_ _ _ _ _ _;6;hasard;occasion;aubaine;bonheur;veine;"(Absolument) Concours de circonstances jugé malheureux ou heureux quant à son influence sur le succès, la réalisation, la réussite ou l’échec d’une action ou d’un événement ; contexte jugé favorable ou non d’une action.";(Au pluriel) Probabilités chiffrées d’occurrences d’un événement.;Possibilité subjective estimée de réalisation, de succès, de réussite.
46;histoire;retiisoh;_ _ _ _ _ _ _ _;8;conte;fable;récit;anecdote;roman;Récit d’actions, d’événements, de choses dignes de mémoire.;Suite des états par lesquels est passé un peuple ou un individu.;Science humaine qui étudie le passé de l’humanité, son évolution. Connaissance des faits que rapportent les historiens. On l’emploie souvent par une sorte de personnification, et s’écrit alors Histoire.
47;minute;enimut;_ _ _ _ _ _;6;instant;acte authentique;seconde;broquille;notule;(Métrologie) Unité de mesure de temps, compatible avec le Système international, et qui compte soixante secondes. Son symbole est min.;"(Figuré) Instant ; temps très court.";(Métrologie) Unité de mesure d’angle plan, égale à la soixantième partie d’un degré. Aussi appelée minute d’arc, son symbole est ′.
48;type;tpye;_ _ _ _;4;genre;homme;individu;modèle;sorte;(Didactique) Modèle, figure originale que l’on considère comme l’empreinte ou reflet d’un concept.;(Philosophie) Modèle idéal déterminant la forme d’une série d’objets.;(Industrie) (Commerce) Objet fixé dans ses caractères essentiels pour servir de modèle à la production.
49;porte;potre;_ _ _ _ _;5;porche;portail;issue;entrée;échappatoire;(Menuiserie) Ouverture battante dans un mur qui permet d’entrer ou sortir d’un endroit.;Élément qui ferme certains meubles ou certaines constructions servant à divers usages.;"Ouverture permettant le passage dans l’enceinte d'une ville ; accès à cette ville souvent fortifié et défendu dans une muraille."
50;tout;otut;_ _ _ _;4;totalité;chaque;entier;tutti quanti;absolument;Qui comprend l’intégrité, l’entièreté, la totalité d’une chose considérée par rapport au nombre, à l’étendue ou à l’intensité de l’énergie.;(Littéraire) (Au singulier) Chaque, n’importe quel. Note :  Il est alors devant le nom sans article.;Entièrement, complètement, sans exception, sans réserve, tout à fait.
51;année;enané;_ _ _ _ _;5;cuvée;millésime;an;date;annuité;Subdivision du temps, correspondant à la durée d’une révolution de la Terre autour du Soleil, qui comporte 365 jours (ou 366 jours dans l’année bissextile), 52 semaines environ, 12 mois solaires.;(Au pluriel) Décennie commençant en multiple de dix. — Note :  Par exemple, les années 1980, c’est la décennie de 1980 à 1989.;(Par extension) Temps nécessaire à la révolution d’une planète autour de son étoile.
52;mois;somi;_ _ _ _;4;mensualité;appointements;menstruation;paie;menstrues;Chacune des douze parties de l’année, dont chacune contient trente ou trente et un jours, excepté la seconde (février), qui est de vingt-huit jours dans les années ordinaires, et de vingt-neuf dans les années bissextiles.;Espace de temps qui s’écoule depuis un jour quelconque jusqu’au quantième correspondant du mois suivant. Espace de trente jours environ.;Mensualité en parlant de location, de leçons, de travail, etc.
53;madame;aemmad;_ _ _ _ _ _;6;mademoiselle;princesse;dame;;;Femme adulte, par opposition aux petites filles.;Femme adulte, avec une connotation d'anonymat, de femme du peuple. Note :  Cet emploi du mot a gagné en popularité au Québec dans les années 1990 en raison d'une publicité de Wal-Mart un peu mal léchée où une vendeuse parlait d'une cliente satisfaite en concluant : La madame éta' contente. Cette allusion est encore présente aujourd'hui dans bien des occurrences de ce mot, souvent transformée, selon le contexte, en La madame était pas contente.;Femme adulte, avec un sens de vulgarité.
54;putain;patuni;_ _ _ _ _ _;6;pute;prostitué;catin;péripatéticienne;putasse;(Vulgaire) (Péjoratif) Prostituée.;(Vulgaire) (Injurieux) Femme de vie dissolue, de mauvaise vie. — (Philippe de Thaon, Bestiaire, 834 ds T.-L.). Note :  Souvent renforcé par « sale » ou « grosse » pour renforcer le caractère injurieux.;(Populaire) (Vulgaire) Juron traduisant la colère, la joie, la peur, l’indignation ou l’étonnement.
55;part;tapr;_ _ _ _;4;portion;fraction;lot;tronçon;apport;Portion de quelque chose qui se divise entre plusieurs personnes.;(En particulier) (Commerce) Action, participation, dans une société commerciale.;(Figuré) Une des choses qui, sans être divisées, peuvent se communiquer à plusieurs personnes.
56;sang;snga;_ _ _ _;4;hémoglobine;souche;vermeil;race;lignée;(Anatomie) Fluide corporel constitué de globules rouges, de cellules immunitaires (globules blancs) et de plaquettes sanguines, baignés dans le plasma sanguin et servant à l’oxygénation du corps animal ou humain.;(Figuré) Ce fluide qui coule dans les combats et les massacres.;"Race ; famille ; lignée ; lignage."
57;place;aelcp;_ _ _ _ _;5;situation;emplacement;lieu;emploi;fonction;Lieu, endroit, espace qu’occupe ou que peut occuper une personne, une chose.;(En particulier) Endroit, lieu, espace que doit occuper une personne ou une chose par rapport aux convenances, à la bienséance, etc.;(Par extension) Logement qu’on occupe.
58;personne;enreopsn;_ _ _ _ _ _ _ _;8;individu;homme;personnage;être;citoyen-enne;Être humain considéré en tant qu’individu.;(Philosophie) Individu ou entité consciente d'elle-même et à laquelle on reconnaît des droits.;"(Grammaire) Rôle que tient la personne ou la chose en cause dans l’acte d’énonciation. Note : Première personne : je, nous ;Deuxième personne : tu, vous ;Troisième personne : il, elle, ils, elles."
59;ville;lielv;_ _ _ _ _;5;commune;métropole;capitale;cité;Babel;Zone urbaine fortement peuplée dans laquelle se concentre la majorité des activités humaines d’un pays.;Entité administrative ayant légalement obtenu le statut de ville, comme par exemple certaines communes de Belgique ou du Luxembourg.;(Par extension) L’administration de cette cité.
60;terre;trree;_ _ _ _ _;5;terrain;pays;domaine;sol;champ;Sol sur lequel nous marchons, sur lequel les maisons sont construites, qui produit et nourrit les végétaux.;Sol où l’on inhume les morts.;Se dit du sol considéré par rapport à la culture, des diverses natures, des divers aspects qu’il peut avoir.
61;semaine;snimaee;_ _ _ _ _ _ _;7;huit jours;semainier;bague;rétribution;traitement;Séquence constituée des sept jours : lundi, mardi, mercredi, jeudi, vendredi, samedi et dimanche. Chaque date a un seul jour de la semaine dans cet ordre, mais le commencement de la semaine dépend de la tradition locale.;(Par extension) Une tranche de sept jours à partir de la date courante (semaine flottante).;Période de cinq jours travaillés (du lundi au vendredi) au sein des sept jours de la semaine, par opposition à la fin de semaine (ou week-end).
62;gars;srga;_ _ _ _;4;garçon;mec;fils;fiston;jeune homme;(Familier) Garçon.;(Familier), (au pluriel) Individus quelconques, de sexe masculin ou féminin.;Sujet singulier de garçon.
63;chambre;cmaberh;_ _ _ _ _ _ _;7;piaule;turne;case;cambuse;taule;Toute pièce habitable d’une maison et principalement une chambre à coucher.;(Par extension) Logement dans une auberge, un hôtel, un hospice, etc.;(Absolument) (Histoire) La chambre du roi.
64;côté;ôéct;_ _ _ _;4;face;flanc;point de vue;aspect;versant;Région des côtes, depuis l’aisselle jusqu’à la hanche.;(Par extension) Toute la partie droite ou gauche de l’homme ou de l’animal.;(Au pluriel) Les deux parties opposées d’un objet, ou son espace extérieur, à droite et à gauche.
65;salut;atlus;_ _ _ _ _;5;bonjour;bonsoir;révérence;adieu;courbette;Fait d’être sauvé de la mort, d’un danger, d’échapper à une situation désagréable.;(Concernant une collectivité) Fait d’échapper à la disparition.;(Religion) Fait d’échapper à la damnation éternelle.
66;police;lcpeio;_ _ _ _ _ _;6;sécurité;auto-assurance;flicaille!;force publique;maison bourreman;Ordre, règlement établi dans un État, dans une ville, pour tout ce qui regarde la sûreté, la tranquillité et la commodité des citoyens, des habitants.;Administration qui exerce cette police.;Ordre et du règlement établi dans quelque assemblée, dans quelque société que ce soit.
67;suite;utsie;_ _ _ _ _;5;succession;série;conséquence;enchaînement;ribambelle;Ce ou ceux qui suivent, ce ou ceux qui vont après.;Ceux qui accompagnent quelqu’un pour lui faire honneur.;Choses qui sont la continuation, le développement de choses du même ordre.
68;matin;mtian;_ _ _ _ _;5;aube;lever du jour;mat';petit jour;matinée;Partie de la journée comprise entre minuit et midi. Aussi utilisé avec le cadran de 12 heures avec après-midi et soir pour éviter l’ambigüité.;Tout le temps qui s’écoule entre le moment où on se lève jusqu’au repas du milieu du jour.;(Poétique) Première partie d’un moment.
69;mari;miar;_ _ _ _;4;époux;conjoint;homme;;;Époux, homme qui est uni à une autre personne par le lien conjugal.;(Linguistique) Langue ouralienne parlée dans la République des Maris en Russie.;Mari (époux).
70;revoir;oeivrr;_ _ _ _ _ _;6;réviser;retoucher;revenir sur;corriger;repasser;Voir de nouveau.;Examiner de nouveau.;(Intransitif) (Chasse) Prendre connaissance de la force du cerf, par le pied, les fumées, les abattures, les portées, les foulées, le frayoir, etc.
71;papa;apap;_ _ _ _;4;père;;;;;Pavillon du code international des signaux maritimes correspondant à la lettre P.;(Familier) Père, nom donné au père par son enfant (y compris à l’âge adulte) pour le désigner affectueusement.;Homme d’un certain âge, qui a de la corpulence et un air de bonté.
72;train;inrat;_ _ _ _ _;5;chemin de fer;équipage;charroi;convoi;cours;Allure, vitesse de chevaux et autres bêtes de trait.;Courant, marche des affaires, de la vie.;(Vieilli) Parties des bêtes de trait d’où partent les mouvements.
73;film;lmfi;_ _ _ _;4;pellicule;vidéo;court-métrage;long-métrage;super-production;(Photographie) Pellicule de gélatine de type photographique sur laquelle on enregistre une suite d’images à l’aide d’un appareil photo.;(Cinéma) Pellicule cinématographique sur laquelle on enregistre une suite d’images constituant un récit.;(Par métonymie) L’œuvre elle-même.
74;garçon;çgonra;_ _ _ _ _ _;6;gars;barman;jeune homme;célibataire;coursier;Enfant ou adolescent mâle, par opposition à fille.;(Par extension) Jeune homme, homme.;(Par extension) Homme célibataire.
75;corps;crsop;_ _ _ _ _;5;corporation;compagnie;congrégation;défroque;carcasse;Portion de matière qui forme un tout individuel et distinct.;Partie matérielle de l’être humain ou d’un animal ou de tout être animé.;Partie de l’homme qui est entre le cou et les hanches. Le tronc et les bras.
76;coeur;roeuc;_ _ _ _ _;5;courage;âme;énergie;sein;générosité;Graphie erronée du mot cœur.;(Anatomie) Cœur.;
77;docteur;eduorct;_ _ _ _ _ _ _;7;canoniste;toubib;praticien;théologien;professeur;Personne promue dans une université au grade le plus élevé de quelque faculté.;(Par ellipse) Personne qui professe la médecine et aussi la chirurgie, après avoir acquis le grade de docteur.;(Par extension) Médecin
78;façon;fçano;_ _ _ _ _;5;manière;affectation;allure;chichi;genre;"Action de faire ; usité en ce sens seulement avec la préposition de, dans le style familier, et signifiant « par le fait de quelqu’un, par son œuvre ».";Manière, sorte.;Travail de l’artisan qui a fait quelque chose.
79;nouveau;uavouen;_ _ _ _ _ _ _;7;neuf;inédit;récent;moderne;inusité;(Objectivement) Qui n’existait pas auparavant, avant telle date donnée, avec rien de pareil ni de comparable.;(Subjectivement) Que l’on n’avait jamais vu auparavant.;Qui tire de son caractère récent une valeur de création, d’invention, un sentiment de nouveauté intrinsèque.
80;point;tponi;_ _ _ _ _;5;endroit;lieu;matière;situation;côté;(Couture) Action de piquer dans un tissu avec une aiguille enfilée ou résultat de cette action, piqûre.;Sorte de dentelle de fil, faite à l’aiguille, qui prend diverses nominations, selon les lieux où se font les différentes espèces de cette dentelle, la manière dont elles sont faites, ou les personnes qui les ont mises en vogue.;(Menuiserie) Parquet en point de Hongrie, parquet dont les lames sont disposées en rangs obliques.
81;chien;nceih;_ _ _ _ _;5;grippe-sou;lésineur;radin;rapiat;sex-appeal;(Zoologie) Mammifère carnivore de la famille des Canidés, apparenté au loup (dont il est considéré comme une sous-espèce) et domestiqué par l’être humain, existant sous de nombreuses races aux morphologies variables, de nom scientifique : Canis lupus familiaris.;(Figuré) (Familier) Personne rude ou sévère, avare, déloyale, ou faisant autrement preuve de bassesse.;(Figuré) (Dans la Bible) Prostitué homosexuel.
82;petit;tipte;_ _ _ _ _;5;insignifiant;médiocre;mesquin;faible;maigre;De taille réduite.;Jeune.;"Mesquin ; médiocre."
83;guerre;eurerg;_ _ _ _ _ _;6;conflit;combat;querelle;bataille;lutte;"(Politique) Conflit entre deux nations, qui se vide par la voie des armes ; action d’un peuple qui en attaque un autre, ou qui résiste à une agression, à une invasion.";(Militaire) Art militaire, stratégie, polémologie, tactique.;(Par extension) Action de grande ampleur pour une cause ou contre un phénomène.
84;genre;renge;_ _ _ _ _;5;manière;style;type;allure;touche;Ensemble d’êtres, ou de choses, caractérisé par un ou des traits communs.;Sorte, manière ou type qualifiant quelque chose d’abstrait ou de concret.;(Arts) Style auquel appartient une œuvre littéraire, artistique.
85;arme;aerm;_ _ _ _;4;écu;instrument de combat;signes héraldiques;armement;bouclier;Instrument qui sert à attaquer ou à se défendre.;(Figuré) (Au sens moral) Tout ce qui sert à combattre quelqu’un, à détruire une erreur, une passion, etc.;(Militaire) Chacun des corps de l’armée.
86;cause;caseu;_ _ _ _ _;5;motif;germe;principe;fondement;origine;Ce qui fait qu’une chose est ou s’opère.;Ce qui produit ou occasionne, en parlant des personnes ou des choses.;Raison, sujet, motif.
87;endroit;neditro;_ _ _ _ _ _ _;7;lieu;emplacement;région;face;pays;Partie bien déterminée d’un espace, d’une chose ou d’un corps.;Partie, côté d’un objet à deux faces qu'on devrait regarder en premier.;(Toponymie) (Vosges) Adret.
88;ordre;errdo;_ _ _ _ _;5;organisation;agencement;ordonnance;arrangement;distribution;Arrangement raisonné et logique, disposition régulière des choses les unes par rapport aux autres.;(En particulier) En termes de procédure.;"Demande impérative  ; consigne d'une hiérarchie."
89;reste;rtees;_ _ _ _ _;5;débris;résidu;reliquat;vestige;déchet;"Ce qui demeure d’un tout, d’une plus grande quantité ; ce qui subsiste d’une chose passée, tant au sens physique qu’au sens moral.";Autre partie d'un tout.;(En particulier) (Au pluriel) Ce qui ne fut pas mangé dans un repas.
90;pied;edip;_ _ _ _;4;patte;jambe;nougat;paturon;ripaton;(Génériquement) Partie d’un être vivant en contact avec le sol[1].;Partie non séparable d’une chose située à la base.;Élément séparable soutenant une chose et la liant avec le sol[2].
91;envie;eeivn;_ _ _ _ _;5;soif;désir;appétit;appétence;convoitise;Chagrin ou haine que l’on ressent du bonheur, des succès, des avantages d’autrui.;Sentiment de vouloir jouir d’un avantage pareil à celui d’autrui.;Désir, volonté.
