Mot,r5_1,r5_2,r5_3,r5_4,r5_5,r5_6,r5_7,r5_8,r5_9,r5_10,r5_11,r5_12,r5_13,r5_14,r5_15,r5_16,r5_17,r5_18,r5_19,r5_20
abaissante,pubescentes
