"","lemme","freqlemfilms2","nb_lettres","anagramme"
"719","lunette",33.33,7,"tnteelu"
"720","essence",33.24,7,"snecsee"
"721","paradis",33.23,7,"aarsdpi"
"722","aéroport",33.13,8,"parrtoéo"
"723","piège",33.12,5,"ipegè"
"724","pédé",33.12,4,"épdé"
"725","haine",33.1,5,"hniae"
"726","coupe",33.02,5,"upeoc"
"727","enfance",33.01,7,"feneanc"
"728","science",32.97,7,"eceicns"
"729","autorité",32.95,8,"rétuoati"
"730","ballon",32.92,6,"bonlla"
"731","charge",32.86,6,"egahrc"
"732","parc",32.85,4,"carp"
"733","zéro",32.85,4,"ézor"
"734","épée",32.81,4,"epéé"
"735","limite",32.77,6,"lmitie"
"736","échange",32.77,7,"aehngcé"
"737","aise",32.73,4,"seia"
"738","prière",32.73,6,"eriprè"
"739","rivière",32.73,7,"èerriiv"
"740","champagne",32.49,9,"amcpengah"
"741","vendredi",32.49,8,"dvrnidee"
"742","suspect",32.45,7,"tpcseus"
"743","bouton",32.44,6,"otubno"
"744","épaule",32.41,6,"éuplea"
"745","cassette",32.4,8,"ctasetes"
"746","théorie",32.38,7,"ohertéi"
"747","style",32.34,5,"sytel"
"748","émission",32.31,8,"miénoiss"
"749","escalier",32.29,8,"learscie"
"750","joue",32.28,4,"uejo"
"751","soupe",32.26,5,"puose"
"752","promesse",32.2,8,"psemeros"
"753","serpent",32.2,7,"eepsrnt"
"754","botte",32.19,5,"tbote"
"755","mesure",32.15,6,"sumere"
"756","mise",32.05,4,"smie"
"757","chèque",32.03,6,"hquèec"
"758","bataille",32.02,8,"aleailtb"
"759","sucre",32.01,5,"cseur"
"760","saison",31.95,6,"aiossn"
"761","assistant",31.93,9,"ittsnssaa"
"762","gardien",31.92,7,"eindgar"
"763","ensemble",31.87,8,"seeembnl"
"764","soif",31.82,4,"sfio"
"765","explication",31.74,11,"elinaioxptc"
"766","port",31.68,4,"rtop"
"767","mode",31.67,4,"odme"
"768","concert",31.65,7,"teccron"
"769","personnage",31.62,10,"ngoerpneas"
"770","distance",31.56,8,"nseciadt"
"771","choc",31.46,4,"ochc"
"772","date",31.41,4,"adet"
"773","commande",31.36,8,"ncemoadm"
"774","cimetière",31.34,9,"ertmièeic"
"775","humeur",31.26,6,"urmhue"
"776","secrétaire",31.22,10,"reéacetsir"
"777","cochon",31.18,6,"oonchc"
"778","permission",31.18,10,"sniripmoes"
"779","ordure",31.07,6,"oruder"
"780","chocolat",31.03,8,"clatohoc"
"781","tâche",31.01,5,"ehctâ"
"782","uniforme",31.01,8,"ofernmiu"
"783","emploi",30.94,6,"melpoi"
"784","troupe",30.93,6,"oreutp"
"785","gorge",30.87,5,"ogegr"
"786","employé",30.8,7,"ymelépo"
"787","revolver",30.74,8,"levorevr"
"788","boule",30.68,5,"boeul"
"789","patience",30.68,8,"citeapne"
"790","race",30.56,4,"ecar"
"791","prochain",30.44,8,"ianpcorh"
"792","fiston",30.43,6,"fstoin"
"793","loup",30.42,4,"lupo"
"794","menace",30.36,6,"mceaen"
"795","aube",30.32,4,"uaeb"
"796","bague",30.32,5,"buage"
"797","nuage",30.27,5,"uenag"
"798","plat",30.24,4,"tlpa"
"799","whisky",30.2,6,"skhiyw"
"800","nerf",30.12,4,"rfne"
"801","feuille",30.1,7,"eilufel"
"802","sport",30.04,5,"otpsr"
"803","immeuble",30.03,8,"meimbule"
"804","souffrance",30.02,10,"usfaocfrne"
"805","humain",30,6,"minhua"
"806","parfum",30,6,"raumfp"
"807","labo",29.95,4,"alob"
"808","vers",29.91,4,"srev"
"809","chou",29.86,4,"ucho"
"810","assurance",29.8,9,"aucssenra"
"811","station",29.71,7,"nsottia"
"812","bagage",29.69,6,"gabeag"
"813","aventure",29.66,8,"retvaune"
"814","mille",29.63,5,"ilmle"
"815","citoyen",29.6,7,"inoytce"
"816","dessin",29.6,6,"snisde"
"817","palais",29.55,6,"alaspi"
"818","accès",29.53,5,"accsè"
"819","peinture",29.53,8,"uipenetr"
"820","ménage",29.46,6,"égneam"
"821","procureur",29.45,9,"rpurercuo"
"822","siège",29.44,5,"eèsig"
"823","lendemain",29.29,9,"iennmdlea"
"824","gros",29.25,4,"sgor"
"825","traitement",29.23,10,"aetietmnrt"
"826","centaine",29.22,8,"eetinanc"
"827","masque",29.18,6,"mueqsa"
"828","couloir",29.17,7,"lciuoor"
"829","qualité",29.13,7,"uqaliét"
"830","froid",29.11,5,"frdio"
"831","croix",29.1,5,"xocri"
"832","fuite",29.09,5,"fitue"
"833","foyer",28.95,5,"yoref"
"834","cesse",28.88,5,"seces"
"835","lire",28.88,4,"lier"
"836","produit",28.8,7,"uidrtop"
"837","essai",28.78,5,"aeiss"
"838","jeunesse",28.71,8,"seesenju"
"839","crâne",28.6,5,"câren"
"840","voeu",28.58,4,"voue"
"841","événement",28.57,9,"mtevnnéeé"
"842","partenaire",28.54,10,"iepaaetrrn"
"843","joueur",28.45,6,"uujreo"
"844","entreprise",28.36,10,"reseeinrtp"
"845","miroir",28.35,6,"orrimi"
"846","vengeance",28.27,9,"ncavgneee"
"847","prise",28.25,5,"ripse"
"848","pause",28.24,5,"epusa"
"849","crédit",28.21,6,"dircét"
"850","rang",28.21,4,"rgan"
"851","maire",28.17,5,"marie"
"852","région",28.16,6,"oérngi"
"853","môme",28.15,4,"mmeô"
"854","sérieux",28.09,7,"ueiérsx"
"855","origine",28.07,7,"roeniig"
"856","approche",28.03,8,"arppcheo"
"857","goutte",28.03,6,"tteogu"
"858","mystère",28.03,7,"rmtesèy"
"859","printemps",27.85,9,"ippnesmrt"
"860","foule",27.81,5,"leofu"
"861","ouest",27.79,5,"stoue"
"862","royaume",27.79,7,"reoamuy"
"863","studio",27.77,6,"dituos"
"864","pour",27.69,4,"puor"
"865","désert",27.66,6,"sdreté"
"866","puce",27.65,4,"ecup"
"867","habit",27.64,5,"btahi"
"868","imagination",27.64,11,"oiniitamnga"
"869","poupée",27.59,6,"euopép"
"870","bâtiment",27.58,8,"beinttâm"
"871","espion",27.57,6,"onepsi"
"872","ambulance",27.55,9,"ecaunalbm"
"873","vente",27.54,5,"tvene"
"874","comte",27.36,5,"omcet"
"875","sergent",27.36,7,"rngeset"
"876","enterrement",27.33,11,"eerttmennre"
"877","suicide",27.33,7,"iucsedi"
"878","monnaie",27.31,7,"oeimnna"
"879","chiffre",27.28,7,"frchife"
"880","vampire",27.27,7,"rvmpiae"
"881","fromage",27.22,7,"oefagrm"
"882","lâche",27.16,5,"âlche"
"883","poème",27.03,5,"mpèoe"
"884","rayon",27,5,"aryon"
"885","taule",27,5,"eltua"
"886","suivant",26.99,7,"vanutsi"
"887","souffle",26.98,7,"felosuf"
"888","permis",26.95,6,"rpimes"
"889","flamme",26.93,6,"lfmmea"
"890","frais",26.81,5,"arfsi"
"891","tuyau",26.73,5,"yuuta"
"892","cher",26.65,4,"hcre"
"893","pari",26.61,4,"prai"
"894","maîtresse",26.59,9,"teseasrmî"
"895","asile",26.56,5,"islea"
"896","boutique",26.53,8,"uoqieutb"
"897","secteur",26.5,7,"setruce"
"898","poitrine",26.45,8,"tipnoeri"
"899","salaire",26.43,7,"ealarsi"
"900","bite",26.41,4,"tieb"
"901","réaction",26.41,8,"ctnioaré"
"902","otage",26.4,5,"goeat"
"903","colline",26.39,7,"clonile"
"904","télévision",26.38,10,"sviiéétonl"
"905","principe",26.36,8,"epciprin"
"906","traître",26.36,7,"rîtater"
"907","futur",26.33,5,"uurft"
"908","émotion",26.33,7,"ontoméi"
"909","monseigneur",26.26,11,"nignourseem"
"910","explosion",26.14,9,"nxpsoloie"
"911","dette",26.13,5,"ttede"
"912","bleu",26.12,4,"ebul"
"913","jeudi",26.09,5,"dejiu"
"914","abri",25.9,4,"arbi"
"915","chant",25.9,5,"hantc"
"916","prénom",25.88,6,"onémrp"
"917","possibilité",25.87,11,"bsséiiptoli"
"918","lampe",25.86,5,"eapml"
"919","portrait",25.73,8,"proiattr"
"920","copie",25.7,5,"epioc"
"921","magie",25.66,5,"emiga"
"922","période",25.65,7,"droéipe"
"923","abruti",25.64,6,"tiubar"
"924","serviette",25.64,9,"tesvirtee"
"925","semblant",25.63,8,"btlasenm"
"926","empereur",25.55,8,"repuemer"
"927","passeport",25.55,9,"porasepst"
"928","extérieur",25.53,9,"treruxieé"
"929","info",25.5,4,"ofin"
"930","jouet",25.5,5,"eujot"
"931","ancien",25.42,6,"nnecai"
"932","meurtrier",25.38,9,"teerrirum"
"933","ascenseur",25.34,9,"sseunearc"
"934","saloperie",25.27,9,"sirelpeoa"
"935","matériel",25.26,8,"aetiémrl"
"936","garage",25.25,6,"rggeaa"
"937","mandat",25.25,6,"damnta"
"938","moto",25.23,4,"tmoo"
"939","sable",25.23,5,"bslea"
"940","figure",25.18,6,"regifu"
"941","chute",25.15,5,"ceuht"
"942","attente",25.07,7,"tenetat"
"943","modèle",25.06,6,"mleodè"
"944","donne",25.03,5,"dnoen"
"945","gant",25.02,4,"gatn"
"946","fièvre",25,6,"rfièev"
"947","révolution",25,10,"léitoorvnu"
"948","existence",24.98,9,"eteiescnx"
"949","océan",24.89,5,"cnaéo"
"950","méthode",24.87,7,"mohéetd"
"951","document",24.86,8,"eoudnmct"
"952","kilomètre",24.8,9,"kètoerilm"
"953","nation",24.8,6,"niaotn"
"954","protection",24.78,10,"etconrpoit"
"955","manque",24.77,6,"uqmnea"
"956","chinois",24.73,7,"isconhi"
"957","écoute",24.73,6,"utéeoc"
"958","innocent",24.68,8,"enconitn"
"959","religion",24.68,8,"grloenii"
"960","rose",24.67,4,"orse"
"961","mouche",24.65,6,"emouch"
"962","avantage",24.63,8,"tenavgaa"
"963","détective",24.61,9,"ievtécdte"
"964","panne",24.59,5,"napne"
"965","ours",24.57,4,"sruo"
"966","écrivain",24.57,8,"ircaiénv"
"967","commission",24.5,10,"smniocsiom"
"968","poussière",24.4,9,"reiuspèso"
"969","pêche",24.39,5,"pehcê"
"970","clef",24.32,4,"lcef"
"971","échec",24.31,5,"ceéhc"
"972","inconnu",24.25,7,"icnonun"
"973","ticket",24.25,6,"iecttk"
"974","foot",24.18,4,"otof"
"975","barbe",24.15,5,"bbare"
"976","élément",24.03,7,"mtlnéeé"
"977","courrier",23.98,8,"rreoiruc"
"978","virus",23.98,5,"rvisu"
"979","bagnole",23.93,7,"gableon"
"980","ouvrier",23.93,7,"verriuo"
"981","concours",23.89,8,"rnococsu"
"982","führer",23.86,6,"rehüfr"
"983","canard",23.85,6,"danacr"
"984","cérémonie",23.82,9,"neriééomc"
"985","italien",23.82,7,"taieiln"
"986","vierge",23.79,6,"erevgi"
"987","annonce",23.76,7,"naeocnn"
"988","roman",23.73,5,"oranm"
"989","écran",23.68,5,"rcané"
"990","mardi",23.65,5,"midra"
"991","piscine",23.62,7,"cpesini"
"992","discussion",23.58,10,"ossucsnidi"
"993","estomac",23.56,7,"tcseaom"
"994","auteur",23.52,6,"tueaur"
"995","médecine",23.51,8,"meieécdn"
"996","foie",23.48,4,"fieo"
"997","activité",23.47,8,"tviatiéc"
"998","bonbon",23.45,6,"nbonbo"
"999","épreuve",23.43,7,"vuepéer"
"1000","communauté",23.36,10,"muétoncmau"
"1001","patrie",23.36,6,"rpteai"
"1002","adulte",23.34,6,"aelutd"
"1003","humanité",23.31,8,"tunaéihm"
"1004","excellence",23.29,10,"elnclxeece"
"1005","paysan",23.29,6,"napyas"
"1006","analyse",23.26,7,"yaaelsn"
"1007","cirque",23.25,6,"urceiq"
"1008","divorce",23.23,7,"derovci"
"1009","serveur",23.21,7,"reseruv"
"1010","lutte",23.18,5,"tlteu"
"1011","agence",23.15,6,"egneca"
"1012","cancer",23.15,6,"renacc"
"1013","couronne",23.15,8,"noecorun"
"1014","poudre",23.11,6,"oeprdu"
"1015","sacrifice",23.11,9,"csecriiaf"
"1016","pizza",23.09,5,"zaipz"
"1017","danseur",23.05,7,"saurdne"
"1018","attitude",23.03,8,"tieattdu"
"1019","conseiller",23.02,10,"leiclnorse"
"1020","quart",23.02,5,"atruq"
"1021","charme",22.92,6,"emrach"
"1022","pompe",22.92,5,"oempp"
"1023","responsable",22.92,11,"nsebsalproe"
"1024","séance",22.91,6,"scaené"
"1025","neveu",22.9,5,"vunee"
"1026","robot",22.89,5,"otorb"
"1027","file",22.88,4,"flie"
"1028","absence",22.86,7,"cesnabe"
"1029","propriété",22.7,9,"éoirtpérp"
"1030","surface",22.7,7,"ufsrace"
"1031","huile",22.68,5,"ileuh"
"1032","instrument",22.67,10,"srutimnent"
"1033","malin",22.67,5,"mlani"
"1034","exercice",22.66,8,"rxceeeci"
"1035","blond",22.65,5,"lndob"
"1036","culture",22.65,7,"tuerulc"
"1037","personnel",22.65,9,"esnropenl"
"1038","poète",22.65,5,"teèpo"
"1039","pilule",22.64,6,"lupeli"
"1040","bienvenue",22.63,9,"evenniebu"
"1041","facture",22.61,7,"erctfua"
"1042","ceinture",22.57,8,"euircent"
"1043","oublie",22.56,6,"ebliou"
"1044","kilo",22.54,4,"olik"
"1045","associé",22.51,7,"cséaosi"
"1046","proposition",22.43,11,"oirtsinoppo"
"1047","cave",22.4,4,"vaec"
"1048","instruction",22.37,11,"tsnonrtuiic"
"1049","canon",22.22,5,"conna"
"1050","piano",22.22,5,"inaop"
"1051","compagnon",22.2,9,"opcagonnm"
"1052","cercueil",22.14,8,"celcuier"
"1053","indice",22.13,6,"cndiei"
"1054","comédie",22.11,7,"medocié"
"1055","rock",22.11,4,"ocrk"
"1056","rumeur",22.11,6,"ururem"
"1057","véhicule",22.08,8,"hvueilcé"
"1058","phrase",22.01,6,"pahrse"
"1059","navire",21.98,6,"inevra"
"1060","cabinet",21.97,7,"betacin"
"1061","tenue",21.96,5,"teune"
"1062","fonction",21.95,8,"oncifnot"
"1063","souris",21.94,6,"ouisrs"
"1064","tasse",21.89,5,"sates"
"1065","blessé",21.88,6,"sléesb"
"1066","roue",21.87,4,"erou"
"1067","plante",21.86,6,"taepln"
"1068","circonstance",21.8,12,"saitccncnreo"
"1069","salade",21.8,6,"saldea"
"1070","salopard",21.8,8,"loadraps"
"1071","long",21.79,4,"goln"
"1072","cercle",21.77,6,"lceecr"
"1073","gouverneur",21.73,10,"ugrueernvo"
"1074","garce",21.71,5,"cerag"
"1075","promis",21.65,6,"simpro"
"1076","anneau",21.61,6,"aenaun"
"1077","chagrin",21.61,7,"hragnci"
"1078","coupable",21.6,8,"uclpeoab"
"1079","paire",21.59,5,"eiapr"
"1080","vague",21.59,5,"uagev"
"1081","fleuve",21.58,6,"efuevl"
"1082","domaine",21.57,7,"doiamen"
"1083","mercredi",21.48,8,"edmrecir"
"1084","placard",21.47,7,"pdarlac"
"1085","jugement",21.43,8,"ngemetju"
"1086","magazine",21.42,8,"aamiengz"
"1087","renfort",21.41,7,"trefrno"
"1088","réputation",21.4,10,"éproutntai"
"1089","poubelle",21.34,8,"ouelpble"
"1090","vidéo",21.34,5,"iovéd"
"1091","degré",21.3,5,"géerd"
"1092","pile",21.3,4,"epli"
"1093","tension",21.28,7,"estnino"
"1094","règlement",21.27,9,"rteelgnmè"
"1095","assiette",21.24,8,"estsetai"
"1096","serment",21.19,7,"smretne"
"1097","chanteur",21.17,8,"ercatnhu"
"1098","merveille",21.16,9,"miveeelrl"
"1099","ingénieur",21.12,9,"gnuniriée"
"1100","incroyable",21.11,10,"ayibleocrn"
"1101","réserve",21.11,7,"resréev"
"1102","autorisation",21.1,12,"aiatritnsoou"
"1103","voyou",21.09,5,"yuovo"
"1104","tache",21.04,5,"eatch"
"1105","plus",21.02,4,"spul"
"1106","appétit",20.98,7,"tatiépp"
"1107","organisation",20.97,12,"tiarsaniogno"
"1108","riche",20.95,5,"hrcie"
"1109","comportement",20.94,12,"teocrmmnopte"
"1110","donnée",20.92,6,"énneod"
"1111","scandale",20.92,8,"nadsceal"
"1112","lion",20.86,4,"ilon"
"1113","baron",20.82,5,"naobr"
"1114","tomate",20.77,6,"meatto"
"1115","congé",20.74,5,"écngo"
"1116","musée",20.7,5,"seéum"
"1117","bijoux",20.64,6,"bjioux"
"1118","crème",20.61,5,"meècr"
"1119","arrestation",20.59,11,"rattisraneo"
"1120","tournée",20.57,7,"éunoetr"
"1121","diamant",20.56,7,"tadamin"
"1122","tradition",20.56,9,"onirattid"
"1123","génération",20.51,10,"tériagénno"
"1124","voile",20.51,5,"eovli"
"1125","plaque",20.48,6,"pulaqe"
"1126","éducation",20.48,9,"éciatnodu"
"1127","commandement",20.47,12,"nmaenmmoectd"
"1128","rythme",20.43,6,"hmtyer"
"1129","texte",20.42,5,"exett"
"1130","légende",20.41,7,"édngeel"
"1131","ongle",20.37,5,"loegn"
"1132","incident",20.35,8,"nicdeitn"
"1133","liaison",20.34,7,"oniilsa"
"1134","section",20.34,7,"icesont"
"1135","transport",20.34,9,"rsotapnrt"
"1136","entraînement",20.31,12,"tmenaîeetrnn"
"1137","fumée",20.25,5,"ueémf"
"1138","plomb",20.24,5,"bmopl"
"1139","expert",20.14,6,"petrex"
"1140","tapis",20.13,5,"aptsi"
"1141","version",20.09,7,"rnoeivs"
"1142","cieux",20.05,5,"cixeu"
"1143","cabine",20,6,"ceanbi"
"1144","hauteur",19.99,7,"auureth"
"1145","oignon",19.98,6,"ogionn"
"1146","couche",19.95,6,"uochec"
"1147","collier",19.91,7,"eolrcil"
"1148","équipage",19.91,8,"geiéquap"
"1149","bibliothèque",19.86,12,"èuolqitebhib"
"1150","conférence",19.86,10,"eefnorncéc"
"1151","incendie",19.84,8,"eneiincd"
"1152","sénateur",19.77,8,"enrstaéu"
"1153","poison",19.76,6,"iopons"
"1154","déclaration",19.74,11,"alctdoinéra"
"1155","veine",19.74,5,"nieev"
"1156","tempête",19.73,7,"mtetpêe"
"1157","accusation",19.72,10,"oaaticunsc"
"1158","cloche",19.72,6,"holecc"
"1159","bandit",19.7,6,"biandt"
"1160","drapeau",19.69,7,"urepaad"
"1161","bourse",19.66,6,"eurosb"
"1162","récompense",19.66,10,"eémospencr"
"1163","volant",19.65,6,"natlov"
"1164","solitude",19.64,8,"usdlotie"
"1165","opéra",19.61,5,"péaro"
"1166","commerce",19.57,8,"mmoecerc"
"1167","puits",19.52,5,"tsipu"
"1168","statue",19.5,6,"sautte"
"1169","meuble",19.48,6,"buemel"
"1170","empire",19.47,6,"eierpm"
"1171","hôte",19.43,4,"eôth"
"1172","régime",19.43,6,"eéimrg"
"1173","passager",19.41,8,"asserapg"
"1174","double",19.32,6,"oedlub"
"1175","alarme",19.29,6,"almrea"
"1176","frigo",19.29,5,"rigfo"
"1177","conséquence",19.27,11,"esoéqcnunec"
"1178","fauteuil",19.27,8,"ieafuutl"
"1179","bagarre",19.24,7,"errbaga"
"1180","sauce",19.24,5,"uscae"
"1181","tunnel",19.24,6,"tuenln"
"1182","drap",19.22,4,"prad"
"1183","expression",19.22,10,"pessinoerx"
"1184","conduite",19.2,8,"cteiuodn"
"1185","surveillance",19.16,12,"naeuevcisllr"
"1186","illusion",19.14,8,"iniluosl"
"1187","scénario",19.14,8,"scéioran"
"1188","union",19.14,5,"nonui"
"1189","rideau",19.11,6,"iauerd"
"1190","territoire",19.09,10,"rtoereirti"
"1191","nègre",19.08,5,"èrgen"
"1192","poésie",19.07,6,"iéeosp"
"1193","tentative",19.04,9,"veeatitnt"
"1194","renseignement",18.98,13,"megeetnnensri"
"1195","entretien",18.92,9,"eiennrett"
"1196","objectif",18.91,8,"fejoitcb"
"1197","soutien",18.87,7,"teouins"
"1198","boucle",18.86,6,"ulboce"
"1199","caractère",18.86,9,"artrcaceè"
"1200","alliance",18.85,8,"ancelali"
"1201","hâte",18.83,4,"etâh"
"1202","jury",18.8,4,"ujyr"
"1203","clinique",18.79,8,"cienliqu"
"1204","barre",18.78,5,"aberr"
"1205","misère",18.77,6,"irèesm"
"1206","fumier",18.74,6,"uiemfr"
"1207","drôle",18.73,5,"ôedrl"
"1208","juste",18.73,5,"usjte"
"1209","production",18.73,10,"pouordtcin"
"1210","comité",18.72,6,"imcoté"
"1211","auto",18.66,4,"taou"
"1212","mamie",18.66,5,"ammei"
"1213","trahison",18.61,8,"israhont"
"1214","canapé",18.58,6,"caaépn"
"1215","boisson",18.55,7,"sisnoob"
"1216","progrès",18.52,7,"osèrgrp"
"1217","signature",18.47,9,"tasurieng"
"1218","dose",18.44,4,"odse"
"1219","espagnol",18.43,8,"gnsaelop"
"1220","réveil",18.43,6,"rviéel"
"1221","intelligence",18.41,12,"tieinclgleen"
"1222","liquide",18.41,7,"iduileq"
"1223","veuf",18.41,4,"ufve"
"1224","bisou",18.4,5,"osibu"
"1225","défaut",18.36,6,"fuéadt"
"1226","messe",18.36,5,"esesm"
"1227","bougie",18.32,6,"igeuob"
"1228","ouverture",18.31,9,"vuuoterre"
"1229","cage",18.3,4,"egac"
"1230","invitation",18.27,10,"anvitiiton"
"1231","parking",18.23,7,"iknrpga"
"1232","araignée",18.2,8,"naégreai"
"1233","éternité",18.2,8,"nteéétri"
"1234","communication",18.17,13,"aonicnmiumoct"
"1235","métro",18.17,5,"mréto"
"1236","culotte",18.14,7,"cttouel"
"1237","dessous",18.14,7,"osssude"
"1238","bâton",18.11,5,"ontâb"
"1239","tireur",18.09,6,"riretu"
"1240","appart",18.07,6,"atrppa"
"1241","branche",18.07,7,"abechrn"
"1242","coïncidence",18.04,11,"nceïdociecn"
"1243","toile",17.99,5,"itelo"
"1244","ruine",17.93,5,"renui"
"1245","cravate",17.92,7,"aactvre"
"1246","portefeuille",17.91,12,"eoiefetuprll"
"1247","vivant",17.89,6,"natviv"
"1248","bonté",17.88,5,"énbot"
"1249","angoisse",17.82,8,"esnaogis"
"1250","vide",17.82,4,"ived"
"1251","casier",17.81,6,"caiser"
"1252","bible",17.79,5,"belib"
"1253","prime",17.79,5,"mirpe"
"1254","aller",17.78,5,"rlela"
"1255","pension",17.75,7,"iennosp"
"1256","plaisanterie",17.75,12,"enapliteiras"
"1257","vertu",17.75,5,"treuv"
"1258","pasteur",17.74,7,"pautesr"
"1259","stylo",17.73,5,"lsoyt"
"1260","candidat",17.7,8,"ndiadcta"
"1261","apparence",17.64,9,"appernace"
"1262","franc",17.64,5,"rncfa"
"1263","dehors",17.57,6,"eosdrh"
"1264","technologie",17.57,11,"ohloitgenec"
"1265","saleté",17.55,6,"eélsta"
"1266","guide",17.52,5,"eidug"
"1267","milliard",17.52,8,"ilmdairl"
"1268","poing",17.52,5,"ipnog"
"1269","exécution",17.49,9,"oteucinéx"
"1270","gang",17.48,4,"aggn"
"1271","ministère",17.47,9,"nmèertiis"
"1272","réception",17.47,9,"reictoépn"
"1273","sommet",17.44,6,"mosemt"
"1274","amoureux",17.43,8,"xaruuemo"
"1275","trouille",17.43,8,"torlulie"
"1276","tube",17.4,4,"beut"
"1277","miel",17.36,4,"ilme"
"1278","thème",17.32,5,"etèhm"
"1279","épisode",17.32,7,"ospeiéd"
"1280","capacité",17.29,8,"tcéiaapc"
"1281","bloc",17.28,4,"bolc"
"1282","diplôme",17.27,7,"ômiedpl"
"1283","sensation",17.26,9,"onesanist"
"1284","humour",17.22,6,"uromhu"
"1285","cendre",17.18,6,"nreedc"
"1286","compliment",17.18,10,"cmtlnmipoe"
"1287","loyer",17.18,5,"eyorl"
"1288","plateau",17.17,7,"etualpa"
"1289","site",17.17,4,"ties"
"1290","élection",17.17,8,"ceotniél"
"1291","cigare",17.15,6,"ciraeg"
"1292","orage",17.14,5,"agoer"
"1293","tire",17.13,4,"trie"
"1294","canal",17.11,5,"lcnaa"
"1295","réalisateur",17.07,11,"éarelaiustr"
"1296","veille",17.07,6,"veleil"
"1297","vodka",17.07,5,"vokda"
"1298","noce",17.05,4,"eocn"
"1299","câble",17.04,5,"câbel"
"1300","linge",17.04,5,"gienl"
"1301","peintre",17.02,7,"reepint"
"1302","matière",16.99,7,"ièamert"
"1303","rocher",16.97,6,"ocrher"
"1304","économie",16.97,8,"inmooéec"
"1305","atelier",16.95,7,"eirtlae"
"1306","instinct",16.95,8,"snicntti"
"1307","major",16.95,5,"romaj"
"1308","peste",16.95,5,"sepet"
"1309","collection",16.93,10,"cocenotlli"
"1310","automne",16.91,7,"aonmeut"
"1311","personnalité",16.9,12,"ersnaitolépn"
"1312","douceur",16.87,7,"uurecdo"
"1313","échantillon",16.87,11,"ncélohlaitn"
"1314","rond",16.84,4,"ondr"
"1315","vendeur",16.84,7,"nvurdee"
"1316","couvent",16.83,7,"ceuvont"
"1317","came",16.77,4,"meac"
"1318","guerrier",16.75,8,"regeiurr"
"1319","masse",16.73,5,"msase"
"1320","dialogue",16.71,8,"aoeuldig"
"1321","missile",16.7,7,"ismiels"
"1322","marquis",16.69,7,"iusmraq"
"1323","spécialiste",16.69,11,"iciéselastp"
"1324","baleine",16.68,7,"enialeb"
"1325","habitant",16.68,8,"ntiatahb"
"1326","langage",16.68,7,"galenga"
"1327","savon",16.68,5,"ovans"
"1328","brigade",16.65,7,"argidbe"
"1329","poumon",16.65,6,"oopnmu"
"1330","tente",16.65,5,"etnet"
"1331","terroriste",16.62,10,"roetrestri"
"1332","villa",16.61,5,"lliav"
"1333","adjudant",16.6,8,"auaddtnj"
"1334","séjour",16.6,6,"suéojr"
"1335","tournage",16.59,8,"trnoaeug"
"1336","motif",16.56,5,"iomft"
"1337","dispute",16.54,7,"ptedsiu"
"1338","issue",16.52,5,"ssiue"
"1339","basket",16.48,6,"atbeks"
"1340","pâte",16.48,4,"eâpt"
"1341","catastrophe",16.47,11,"htpcaatoser"
"1342","jungle",16.47,6,"lujgen"
"1343","cachet",16.46,6,"etchca"
