Mot,md_r5_1,md_r5_2,md_r5_3,md_r5_4,md_r5_5,md_r5_6,md_r5_7,md_r5_8,md_r5_9,md_r5_10,md_r5_11,md_r5_12,md_r5_13,md_r5_14,md_r5_15,md_r5_16,md_r5_17,md_r5_18,md_r5_19,md_r5_20
a posteriori,apostume
abaissante,abaissant
