Id;lemme;anagramme;nb_lettres;nb_lettres2;syn_1;syn_2;syn_3;syn_4;syn_5;def_1;def_2;def_3
1130;légende;édngeel;˽ ˽ ˽  ˽  ˽ ˽ ˽;7;mythe;folklore;saga;mythologie;lecture;Inscription gravée circulairement près des bords et quelquefois sur la tranche d’une pièce de monnaie, d’un jeton, d’une médaille.;Âme d’une devise, de ce qu’on y peut lire.;Liste placée sur un plan d’architecture, sur une carte topographique, géographique (mappemonde ou autre), etc., pour expliquer les lettres, les signes, les couleurs par lesquels on indique les différentes parties ou les endroits remarquables.
1131;ongle;loegn;˽ ˽ ˽ ˽ ˽;5;ergot;serre;exosquelette;griffe;;(Anatomie) Lame dure, cornée, translucide, qui revêt le dessus du bout des doigts et des orteils.;Griffe de certains animaux, serre des oiseaux de proie.;(Médecine) Pellicule qui commence en forme d’ongle ou de croissant vers l’angle interne de l’œil et qui s’étend peu à peu jusque sur la prunelle.
1132;incident;nicdeitn;˽ ˽ ˽ ˽  ˽ ˽ ˽ ˽;8;anicroche;accident;évènement;aventure;épisode;Qui survient accessoirement dans une affaire.;(Physique) Qualifie les rayons lumineux qui se rencontrent avec les surfaces des corps.;Événement inattendu pouvant avoir des conséquences mineures à importantes.
1133;liaison;oniilsa;˽ ˽ ˽  ˽  ˽ ˽ ˽;7;relation;rapport;connexion;lien;attachement;Union ou jonction de plusieurs corps ensemble.;(Figuré) Amitié, bonne entente.;(En particulier) Relation amoureuse, surtout hors du mariage.
1134;section;icesont;˽ ˽ ˽  ˽  ˽ ˽ ˽;7;fraction;division;tronçon;compartiment;coupure;Action de couper, de diviser ou résultat de cette action.;Division ou subdivision d’un ouvrage, d’un traité, d’un compte, d’une ville, d’un tribunal, d’un conseil, d’une académie, d’un établissement d’enseignement, fraction d’un corps de troupe, etc.;(Histoire) (France) Assemblée générale permanente révolutionnaire durant la Convention. 
1137;fumée;ueémf;˽ ˽ ˽ ˽ ˽;5;néant;vanité;vapeur;inanité;futilité;Nuée de particules en suspension dans l’air formant une masse gazeuse opaque, qui sort des choses brûlées, ou extrêmement échauffées par le feu.;Vapeur qui s’exhale des liquides bouillants, des mets très chauds.;Vapeur qui s’exhalent des corps ou des lieux humides.
1138;plomb;bmopl;˽ ˽ ˽ ˽ ˽;5;cendrée;chevrotine;fusible;saturne;coupe-circuit;"(Chimie) (Indénombrable) Métal d’un blanc bleuâtre, très mou. Son symbole chimique est Pb et son numéro atomique 82 ; il appartient à la série chimique des métaux pauvres.";(Par métonymie) Balles, lingots ou petits grains de plomb qu’on emploie à la chasse, pour charger les armes à feu.;(Imprimerie) Composition même.
1139;expert;petrex;˽ ˽ ˽  ˽ ˽ ˽;6;exercé;expérimenté;habile;compétent;versé;Qui est fort versé en la pratique de quelque art, de quelque connaissance qui s’apprend par expérience.;Personne nommée par autorité de justice, ou choisie par les parties intéressées pour examiner, pour estimer certaines choses et en faire son rapport.;Personne qui a un savoir, une connaissance, reconnus.
1140;tapis;aptsi;˽ ˽ ˽ ˽ ˽;5;paillasson;natte;descente de lit;lit;tapis-brosse;Pièce d’étoffe, tissu de laine, de soie, etc., dont on couvre une table, une estrade, le parquet d’une chambre, etc.;(Billard) Sorte de drap vert qui est fortement tendu sur la table d’un billard.;(Figuré) Sujet de conversation, de débat.
1141;version;rnoeivs;˽ ˽ ˽  ˽  ˽ ˽ ˽;7;variante;interprétation;mouture;compte rendu;déclinaison;(Linguistique) Traduction d’une langue étrangère vers la langue maternelle du traducteur (par opposition à thème).;Manière de rapporter, d’interpréter des faits.;Forme différente que prend un récit historique, une légende ou un mythe.
1142;cieux;cixeu;˽ ˽ ˽ ˽ ˽;5;nue;firmament;ciel;;;Pluriel de ciel, utilisé dans un sens singulier.;;
1143;cabine;ceanbi;˽ ˽ ˽  ˽ ˽ ˽;6;cockpit;guérite;loge;habitacle;cabinet;(Marine) Petite chambre à coucher, à bord d’un bateau.;(Par extension) Petite chambre.;Petite pièce isolée.
1144;hauteur;auureth;˽ ˽ ˽  ˽  ˽ ˽ ˽;7;éminence;butte;monticule;arrogance;élévation;Dimension d’un corps considéré de sa base à son sommet.;(En particulier) Le point le plus haut atteint par les eaux de la marée, d’une crue, d’une inondation.;Élévation d’un corps au-dessus de la terre ou de toute autre surface horizontale.
1145;oignon;ogionn;˽ ˽ ˽  ˽ ˽ ˽;6;échalote;cor;oeil-de-perdrix;durillon;cal;(Botanique) Plante à bulbe comestible, de la famille des liliacées (classification classique) ou des amaryllidacées (classification phylogénétique).;(Cuisine) Bulbe de cette plante, utilisé comme légume ou condiment.;Bulbe de plante.
1146;couche;uochec;˽ ˽ ˽  ˽ ˽ ˽;6;strate;enduit;lit;banc;lange;"(Mobilier) Lit ; endroit pour dormir.";(Figuré) Ce que l’on fait dans un lit et ce qui en résulte.;(Au pluriel) Temps pendant lequel une femme demeure au lit à cause de l’enfantement.
1147;collier;eolrcil;˽ ˽ ˽  ˽  ˽ ˽ ˽;7;carcan;torque;joug;sautoir;chaîne;(Bijouterie) Ornement, bijou qui fait le tour du cou.;(Élevage) Cercle de cuir, de métal, etc., que l’on met autour du cou de quelques animaux.;(Par analogie) (Élevage) Marque naturelle en forme de cercle, qui se voit quelquefois autour du cou des quadrupèdes, des oiseaux, et qui est différente par sa couleur du reste de leur poil ou de leur plumage.
1148;équipage;geiéquap;˽ ˽ ˽ ˽  ˽ ˽ ˽ ˽;8;attirail;équipement;train;accoutrement;costume;(Marine) Réunion de ceux qui montent un navire pour en faire le service et la manœuvre.;Personnel à bord d’un aéronef, ou d’un engin spatial, chargé de son fonctionnement et, le cas échéant, de la sécurité et du confort des passagers.;Toutes les choses nécessaires pour certaines entreprises ou opérations, pour divers exercices.
1151;incendie;eneiincd;˽ ˽ ˽ ˽  ˽ ˽ ˽ ˽;8;conflagration;brasier;combustion;ignition;destruction par le feu;Réaction de combustion, feu non maîtrisé dans le temps et l’espace conduisant à l’embrasement d’un édifice, d’une maison, d’une forêt, etc.;Lumière rougeoyante qui illumine un vaste espace.;(Figuré) Vague de protestation.
1152;sénateur;enrstaéu;˽ ˽ ˽ ˽  ˽ ˽ ˽ ˽;8;conseiller de la République;père conscrit;pair;parlementaire;père;(Politique) Membre d’un sénat.;;
1153;poison;iopons;˽ ˽ ˽  ˽ ˽ ˽;6;vipère;harpie;peste;aconitine;acqua-toffana;Substance qui, introduite dans l’organisme, altère ou même détruit les fonctions vitales.;(Figuré) Ce qui corrompt le cœur ou l’esprit, en parlant des maximes pernicieuses, des écrits ou des discours.;Chose qui trouble la raison, qui agite le cœur, qui nuit au bonheur de la vie.
1155;veine;nieev;˽ ˽ ˽ ˽ ˽;5;verve;chance;filon;baraka;bol;(Anatomie) Vaisseau qui ramène le sang au cœur.;(Par extension) Surtout au pluriel, Tout vaisseau sanguin.;(Botanique) Nervure de la feuille.
1156;tempête;mtetpêe;˽ ˽ ˽  ˽  ˽ ˽ ˽;7;ouragan;bourrasque;orage;tornade;tourmente;(Météorologie) Tourmente atmosphérique, violente agitation de l’air, souvent accompagnée de pluie, de neige, de grêle, d’éclairs, de tonnerre, etc.;Tourmentes furieuses sur la mer, qui soulèvent les flots.;(Figuré) Violente agitation, tourmente politique, mouvement dirigé contre quelqu’un pour le perdre, pour l’accabler.
1158;cloche;holecc;˽ ˽ ˽  ˽ ˽ ˽;6;sonnette;clochette;sonnaille;clochard;clodo;Instrument fait de métal, ordinairement de bronze, creux, ouvert, qui va en s’élargissant par en bas et dont on tire du son au moyen d’un battant suspendu à l’intérieur ou à l’aide d’un marteau extérieur.;(Par analogie) Tout ce qui rappelle la forme de cet instrument.;(Botanique) Forme de fleurs dont la corolle gamopétale rappelle une cloche (→ voir campanulée).
1159;bandit;biandt;˽ ˽ ˽  ˽ ˽ ˽;6;brigand;voleur;fripouille;vaurien;malfaiteur;Malfaiteur vagabond et armé.;(Par extension) Personne sans aveu.;
1160;drapeau;urepaad;˽ ˽ ˽  ˽  ˽ ˽ ˽;7;bannière;étendard;fanion;gonfalon;guidon;(Vexillologie) Pièce d’étoffe qu’on attache à une espèce de lance, de manière qu’elle puisse se déployer et flotter au vent, et qui sert à donner un signal, à indiquer un point de ralliement, à distinguer la nation ou le groupement d’individus qui l’arbore.;Enseigne d’une troupe, d’un régiment.;(Figuré) Honneur de toute l’armée et même pour toute la nation.
1161;bourse;eurosb;˽ ˽ ˽  ˽ ˽ ˽;6;aumônière;prêt;sac;cagnotte;glaoui;Petit sac de peau, d’étoffe, ou d’un tissu quelconque, dans lequel on met l’argent qu’on veut porter sur soi. Les termes de porte-monnaie ou de portefeuille sont plus souvent utilisés.;(Familier) (Finance) Réserve ou disponibilités en argent d’une personne.;(Par extension) Argent dont on peut disposer actuellement ou habituellement.
1163;volant;natlov;˽ ˽ ˽  ˽ ˽ ˽;6;navigant;falbala;ondulant;roue;serpe;Qui a la faculté de voler.;Qui n’est pas fixe, qu’on place et qu’on déplace à volonté.;Qui est fixe, mais n'est pas posé directement sur le sol.
1164;solitude;usdlotie;˽ ˽ ˽ ˽  ˽ ˽ ˽ ˽;8;isolement;thébaïde;retraite;bled;oubli;État d’une personne qui est seule, qui est retirée du commerce du monde.;(Figuré) Sentiment d'être seul ou abandonné.;(Par extension) Lieu éloigné du commerce, de la vue, de la fréquentation des hommes.
1165;opéra;péaro;˽ ˽ ˽ ˽ ˽;5;drame;mélodrame;opéra-comique;bel canto;opérette;Composition dramatique, mise en musique pour être chantée avec accompagnement d’orchestre et souvent de danses et une importante mise en scène.;(Sens général) Ce genre de composition.;(Spécialement) Théâtre qui est destiné à sa représentation.
1166;commerce;mmoecerc;˽ ˽ ˽ ˽  ˽ ˽ ˽ ˽;8;trafic;transaction;fréquentation;affaire;exportation;Trafic, négoce de marchandises, d’argent, en gros ou au détail.;(Droit) Objet de transaction.;(Figuré) Pratique ou intrigue qui n’est pas honnête.
1167;puits;tsipu;˽ ˽ ˽ ˽ ˽;5;aven;fontaine;cheminée;citerne;puisard;Trou qui s’enfonce dans le sol pour tirer de l’eau, du pétrole, du gaz naturel, ou tout autre fluide qui se trouve en profondeur.;(Par extension) Tunnel vertical pour l’extraction de substances ou matériaux qui sont enfouies dans la terre.;(Figuré) Endroit caché, secret.
1168;statue;sautte;˽ ˽ ˽  ˽ ˽ ˽;6;idole;figurine;sculpture;ronde-bosse;mannequin;(Arts) Figure en pied, de plein relief, représentant une divinité, un personnage humain, une allégorie, un animal.;Première personne du singulier de l’indicatif présent de statuer.;Troisième personne du singulier de l’indicatif présent de statuer.
1169;meuble;buemel;˽ ˽ ˽  ˽ ˽ ˽;6;rack;ameublement;conquêt;mobilier;fichier;Objet qui garnit, qui orne une chambre, un appartement, une maison.;(Au singulier) (Collectivement) Toute la garniture d’un appartement, d’une chambre, d’un cabinet, etc., comme tapisseries, lits, sièges, etc., principalement lorsqu’elle est assortie pour les formes et pour les couleurs.;(Droit) Bien qui n'est pas immobilier.
1170;empire;eierpm;˽ ˽ ˽  ˽ ˽ ˽;6;domination;autorité;ascendant;pouvoir;emprise;Autorité absolue.;(Figuré) Ascendant, influence dominante.;(En particulier) Autorité absolue d’un chef d’État qui porte le titre d’empereur.
1171;hôte;eôth;˽ ˽ ˽ ˽;4;cabaretier;hôtelier;restaurateur;aubergiste;logeur;Personne qui donne l’hospitalité par humanité, par amitié, par bienveillance.;Personne à qui on donne l’hospitalité, que l’on reçoit.;(Par extension) Celle ou celui qui reçoit en sa demeure.
1172;régime;eéimrg;˽ ˽ ˽  ˽ ˽ ˽;6;diète;constitution;gouvernement;administration;institutions;Ordre, règle dans la manière de vivre, par rapport à la santé.;(Nutrition) Manière de vivre où l’on fait un usage raisonné et méthodique des aliments et des boissons.;(Par analogie) (Élevage) Type de soins donné aux animaux.
1173;passager;asserapg;˽ ˽ ˽ ˽  ˽ ˽ ˽ ˽;8;transitoire;temporaire;momentané;éphémère;périssable;"Qui ne s’arrête pas dans un lieu ; qui ne fait que passer.";(Figuré) Qui est de peu de durée.;Qualifie un lieu où il y a beaucoup de passages, qui est très fréquenté , qui est passant.
1174;double;oedlub;˽ ˽ ˽  ˽ ˽ ˽;6;jumeau;copie;fac-similé;duplicata;réplique;Quantité deux fois plus grande.;Chose semblable, symétriquement pareille.;Copie d’un original.
1175;alarme;almrea;˽ ˽ ˽  ˽ ˽ ˽;6;épouvante;frayeur;branle-bas;inquiétude;transe;Signal pour faire courir aux armes ou pour appeler au secours.;Émotion causée dans un camp, dans une place de guerre, à l’approche ou sur le bruit de l’approche des ennemis.;(Figuré) Toute sorte de frayeur subite.
1176;frigo;rigfo;˽ ˽ ˽ ˽ ˽;5;frio;frigidaire;frigorifié;frisquet;glacière;(Familier) Entrepôt frigorifique.;(Familier) (Vieilli) Armoire réfrigérante .;(Populaire) Réfrigérateur.
1178;fauteuil;ieafuutl;˽ ˽ ˽ ˽  ˽ ˽ ˽ ˽;8;voltaire;bergère;sofa;siège;canapé;(Mobilier) Siège comportant des accoudoirs, et un dossier.;Siège pour permettre le déplacement de malades ou de personnes handicapées.;(Figuré) Place à l’Académie française.
1179;bagarre;errbaga;˽ ˽ ˽  ˽  ˽ ˽ ˽;7;rixe;échauffourée;bataille;grabuge;mêlée;(Vieilli) Rencontre fortuite d'équipages, embarras de voitures [2].;(Par extension) Tumulte, mêlée bruyante et désordonnée.;Première personne du singulier de l’indicatif présent de bagarrer.
1180;sauce;uscae;˽ ˽ ˽ ˽ ˽;5;vinaigrette;saucée;averse;assaisonnement;accompagnement;(Cuisine) Assaisonnement liquide, souvent émulsionné, comprenant du sel, des épices ou des aromates.;(Figuré) Apprêt, façon de disposer des personnes ou des choses.;(Bijouterie) Liqueur pour donner la couleur à l’or.
1181;tunnel;tuenln;˽ ˽ ˽  ˽ ˽ ˽;6;percement;ouvrage d'art;corridor;purgatoire;sape;Voie souterraine percée à travers une montagne, une colline, établie sous une rivière, etc.;Trou noir, période de difficultés.;(Figuré) Tirade ou monologue interminable.
1182;drap;prad;˽ ˽ ˽ ˽;4;linge;literie;marengo;sedan;tiretaine;Étoffe fine isolant le dormeur du matelas et des couvertures. Ellipse de drap de linge, devenu désuet.;(Vieilli) Étoffe de laine.;(Par extension) Tissu.
1184;conduite;cteiuodn;˽ ˽ ˽ ˽  ˽ ˽ ˽ ˽;8;comportement;direction;conduit;attitude;agissement;Action de conduire, de mener, de guider, d’accompagner.;Direction d’un ouvrage, d’un projet, d’une affaire.;(Par extension) Manière dont les éléments, les incidents sont disposés et amenés dans un ouvrage.
1186;illusion;iniluosl;˽ ˽ ˽ ˽  ˽ ˽ ˽ ˽;8;mirage;chimère;rêve;songe;rêverie;Fausse apparence matérielle ou morale qui, en nous faisant voir les choses autrement qu’elles ne sont, semble se jouer de nos sens ou de notre esprit.;(Spécialement) (Désuet) Fausses apparences que l’on attribuait au démon ou à la magie.;Erreur des sens ou de l’esprit produite par ces fausses apparences.
1187;scénario;scéioran;˽ ˽ ˽ ˽  ˽ ˽ ˽ ˽;8;synopsis;trame;script;canevas;fable;"(Théâtre) (Cinéma) Description détaillée des différentes scènes d’un film, d’une bande dessinée ; canevas d’une pièce de théâtre.";(Par extension) Déroulement préétabli ou concerté d’une action.;(Par extension) Schéma d’analyse d’action possible.
1188;union;nonui;˽ ˽ ˽ ˽ ˽;5;accord;alliance;entente;réunion;association;(Mathématiques) Pour une famille d'ensembles donnée, ensemble des éléments appartenant au moins à un ensemble de cette famille.;Liaison établie entre deux ou plusieurs choses de manière qu’elles ne forment qu’un seul tout.;(Figuré) Concorde, bonne intelligence, liaison étroite, conformité d’efforts.
1189;rideau;iauerd;˽ ˽ ˽  ˽ ˽ ˽;6;écran;draperie;store;tenture;voilage;Pièce d’étoffe, qu’on emploie pour cacher, couvrir, entourer quelque chose.;(Spécialement) (Théâtre) L’étoffe, la grande toile qu’on lève ou qu’on baisse pour montrer ou pour cacher la scène aux spectateurs.;(Figuré) Ligne d’arbres, d’arbrisseaux plantés en haie ou en palissade, pour produire de l’ombre ou pour rompre la violence du vent.
1191;nègre;èrgen;˽ ˽ ˽ ˽ ˽;5;prête-plume!;africain!;allonyme;mélanoderme!;créole!;(Histoire) Homme à la peau noire, originaire d’Afrique. Note :  Entre la majuscule initiale et la minuscule initiale, l'usage hésite et il n'y a pas de norme incontestée.;(Péjoratif) Homme à la peau noire.;(Histoire) Esclave noir.
1192;poésie;iéeosp;˽ ˽ ˽  ˽ ˽ ˽;6;poème;vers;métrique;versification;lyre;Art de faire des ouvrages en vers.;Art et manière de faire des vers, de la simple versification.;Qualités essentielles au genre poétique.
1196;objectif;fejoitcb;˽ ˽ ˽ ˽  ˽ ˽ ˽ ˽;8;but;effectif;ambition;dessein;intention;Qui concerne l’objet.;(Philosophie) Qui a rapport, qui répond à un objet, qui représente un objet tel qu’il est en réalité, sans aucune déformation de notre esprit, de nos interprétations personnelles.;(En particulier) (Courant) Qui relève de la réalité et non de l'interprétation.
1197;soutien;teouins;˽ ˽ ˽  ˽  ˽ ˽ ˽;7;appui;secours;aide;support;protection;Ce qui soutient, ce qui appuie.;(Figuré) Appui, défense, protection.;(Héraldique) Ornement extérieur posé de part et d’autre d'un écu pour le soutenir.
1198;boucle;ulboce;˽ ˽ ˽  ˽ ˽ ˽;6;frison;accroche-coeur;anglaise;frisette;crochet;Anneau, cercle, rond, ligne courbe qui retourne à son point de départ.;Objet de taille plus ou moins grande, ayant cette forme.;(Figuré) Chose qui tourne, qui revient à son point de départ.
1200;alliance;ancelali;˽ ˽ ˽ ˽  ˽ ˽ ˽ ˽;8;union;ligue;accord;association;coalition;Union entre personnes, qui est le résultat d’une entente ou d’un pacte.;(Religion) Union entre Dieu et les hommes.;(Politique) Union ou confédération qui se fait entre deux ou plusieurs États pour leurs intérêts communs.
1201;hâte;etâh;˽ ˽ ˽ ˽;4;célérité;précipitation;rapidité;promptitude;vitesse;Extrême promptitude, vivacité, rapidité avec laquelle on fait quelque chose.;Première personne du singulier du présent de l’indicatif de hâter.;Troisième personne du singulier du présent de l’indicatif de hâter.
1202;jury;ujyr;˽ ˽ ˽ ˽;4;tribunal;;;;;(Jurisprudence criminelle) Réunion de citoyens n’appartenant pas à la magistrature et appelés par tirage au sort à participer à un jugement en cour d’assises.;Tous les jurés désignés pour une session, ou seulement des douze jurés auxquels une affaire est soumise.;(Par extension) Réunion d’arbitres désignés pour décider d’une question qui intéresse l’honneur.
1203;clinique;cienliqu;˽ ˽ ˽ ˽  ˽ ˽ ˽ ˽;8;maison de santé;polyclinique;diagnostique;hôpital;maison;Qui a lieu auprès du lit des malades.;Qui a la sécheresse des diagnostics médicaux.;Enseignement qui se fait auprès du lit des malades.
1204;barre;aberr;˽ ˽ ˽ ˽ ˽;5;levier;banc;râble;rature;tisonnier;Pièce de bois, de métal, etc., étroite et longue.;Pièce de bois permettant la fermeture d’une porte ou d’une fenêtre.;(Par extension) Objet assez rigide à la section plutôt rectangloïde et uniforme.
1205;misère;irèesm;˽ ˽ ˽  ˽ ˽ ˽;6;pauvreté;indigence;poisse;détresse;dèche;Condition, état de celui qui inspire la pitié.;(Spécialement) Privation des choses nécessaires à la vie.;(En particulier) Expression de la faiblesse et le néant de l’homme.
1206;fumier;uiemfr;˽ ˽ ˽  ˽ ˽ ˽;6;engrais;poudrette;purin;compost;gadoue;(Agriculture) (Élevage) Mélange des litières (paille, foin, etc.) et des déjections liquides et solides des chevaux et autres animaux d’élevage, décomposé par la fermentation sous l’action de micro-organismes, et utilisé comme engrais et amendement.;"(Par extension) Fumière ; tas de fumier que l’on trouvait dans les cours de ferme.";(Figuré) (Injurieux) Personnage odieux.
1207;drôle;ôedrl;˽ ˽ ˽ ˽ ˽;5;amusant;comique;plaisant;cocasse;tordant;"Comique ; marrant ; rigolo.";Bizarre, inhabituel, qui sort du commun.;(Vieilli) (Péjoratif) Personne dont le comportement suscite de la méfiance.
1208;juste;usjte;˽ ˽ ˽ ˽ ˽;5;exact;honnête;vrai;convenable;approprié;Qui est conforme au droit, à la raison et à la justice.;"Qui est fondé ; qui est légitime.";Qui est exact, ou qui s’ajuste bien, qui convient bien, qui est tel qu’il doit être.
1210;comité;imcoté;˽ ˽ ˽  ˽ ˽ ˽;6;soviet;tribunal;commission;circonscription;bureau;Réunion de personnes commises par un groupement (assemblée, société, syndicat, etc.) pour l’examen et la préparation de certaines affaires ou pour assurer la marche de toutes les affaires concernant ce groupement.;(Figuré) Groupe restreint à un petit nombre de personnes entre lesquelles règne ordinairement une certaine familiarité.;
1211;auto;taou;˽ ˽ ˽ ˽;4;tas de ferraille;véhicule;berline;automobile;bagnole;(Automobile) Automobile.;(Droit) Arrêt, arrêté, jugement.;Drame religieux (XVIe et XVIIe siècles).
1212;mamie;ammei;˽ ˽ ˽ ˽ ˽;5;grand-maman;mémé;mémère;bonne-maman;grand-mère;(Famille) (Affectueux) Grand-mère.;Vieille dame.;Variante de m’amie.
1213;trahison;israhont;˽ ˽ ˽ ˽  ˽ ˽ ˽ ˽;8;traîtrise;infidélité;déloyauté;perfidie;félonie;Action d’une personne qui trahit.;;
1214;canapé;caaépn;˽ ˽ ˽  ˽ ˽ ˽;6;sofa;divan;causeuse;cosy;récamier;(Mobilier) Sorte de siège long à dossier, où plusieurs personnes peuvent être assises ensemble et qui peut servir aussi de lit de repos.;(Par analogie) Tranche de pain sur laquelle on dispose certains mets.;(Décorations) (Familier) Demi-nœud.
1215;boisson;sisnoob;˽ ˽ ˽  ˽  ˽ ˽ ˽;7;liqueur;alcool;bibine;breuvage;piquette;Liquide servant à la réhydratation par la bouche, que l'on boit pour se désaltérer ou pour se rafraîchir.;(Spécialement) Breuvage alcoolisé.;"(Figuré) Le fait de s'adonner à la consommation d'alcool ; alcoolisme."
1216;progrès;osèrgrp;˽ ˽ ˽  ˽  ˽ ˽ ˽;7;progression;avancement;développement;évolution;propagation;(Absolument) Mouvement en avant de la civilisation, en général ou dans un de ses domaines particuliers.;Avancement, mouvement en avant.;(Figuré) Toute sorte d’avancement, d’augmentation en bien ou en mal.
1218;dose;odse;˽ ˽ ˽ ˽;4;ration;posologie;proportion;taux;provision;Quantité et proportion déterminées des ingrédients qui entrent dans la composition d’un remède.;(En particulier) Quantité d’un médicament que l’on en doit prendre en une fois.;Quantité de poison ou de drogue prise en une seule fois.
1219;espagnol;gnsaelop;˽ ˽ ˽ ˽  ˽ ˽ ˽ ˽;8;castillan;hispanique;transpyrénéen;ibérique;;(Géographie) Relatif à l’Espagne, ses habitants, sa culture, sa langue.;(Géographie) Relatif à Montigny-le-Guesdier, commune française située dans le département de la Seine-et-Marne.;(Linguistique) Une des langues officielles de l’Espagne et de nombreux pays du continent américain.
1220;réveil;rviéel;˽ ˽ ˽  ˽ ˽ ˽;6;renouveau;résurrection;revif;diane;reviviscence;"Cessation du sommeil ; retour à l'éveil.";(Militaire) Exécution d'une batterie de tambour, d'une sonnerie de clairon ou de trompette pour annoncer aux soldats qu’il est l’heure du lever.;(Figuré) Désillusion.
1222;liquide;iduileq;˽ ˽ ˽  ˽  ˽ ˽ ˽;7;lymphe;liqueur;aquosité;liquéfié;liquidité;Fluide, qui tend à couler.;De faible consistance.;(Linguistique) Relatif aux consonnes « l, r », qui, étant employées à la suite d’une autre consonne dans une même syllabe, sont coulantes et se prononcent aisément.
1223;veuf;ufve;˽ ˽ ˽ ˽;4;;;;;;Qui est privé de.;Dont le conjoint est mort et qui ne s’est pas remarié.;Homme dont l’épouse ou le mari est décédé(e).
1224;bisou;osibu;˽ ˽ ˽ ˽ ˽;5;poutou;baise;bécot;bise;baiser;(Langage enfantin) Contact effectué avec les lèvres en signe d’amour ou d’affection sur la joue.;(Figuré) (Familier) (Au pluriel) Salutation affectueuse.;
1225;défaut;fuéadt;˽ ˽ ˽  ˽ ˽ ˽;6;manque;imperfection;insuffisance;déficience;vice;Imperfection physique.;Imperfection morale.;(En particulier) Ce qui n’est pas conforme aux règles de l’art, de ce qui choque le goût, le bon sens, dans un ouvrage, dans une production quelconque.
1226;messe;esesm;˽ ˽ ˽ ˽ ˽;5;liturgie;culte;rite;absoute;célébration;(Christianisme) Rite catholique qui commémore la mort de Jésus-Christ, et qui se fait par le ministère du prêtre devant un autel.;(Musique) Pièce de musique composée pour une grand-messe.;Pluriel de messa.
1227;bougie;igeuob;˽ ˽ ˽  ˽ ˽ ˽;6;chandelle;cierge;calbombe;camoufle;candela;Chandelle de cire ou de stéarine servant d’éclairage ou utilisée dans certains rites religieux.;(Médecine) Sonde flexible ou rigide utilisée en chirurgie pour explorer ou dilater un canal de l’organisme (œsophage, rectum, etc.).;(Technologie) Bougie d’allumage ou bougie de préchauffage.
1229;cage;egac;˽ ˽ ˽ ˽;4;case;niche;prison;épinette;geôle;Petite loge portative faite de fils de fer ou de menus bâtons d’osier et dans laquelle on enferme ordinairement des petits animaux.;Petite loge portative en bois avec des carreaux translucides, (particulièrement destinée à accueillir un pinson).;Loge portative d’assez grandes dimensions, garnie de barreaux d’un ou de plusieurs côtés, et destinée à renfermer des animaux et même des hommes.
1231;parking;iknrpga;˽ ˽ ˽  ˽  ˽ ˽ ˽;7;parcage;stationnement;garage;parc;;(Anglicisme) Terrain ou aménagement destiné au stationnement des automobiles.;(Par métonymie) Espace de stationnement pour une automobile.;Participe présent de park.
1232;araignée;naégreai;˽ ˽ ˽ ˽  ˽ ˽ ˽ ˽;8;arachnide;aranéide;acarien;coussinet;carrelet;(Zoologie) Animal arthropode notamment caractérisé par ses quatre paires de pattes et la capacité de certaines espèces à produire de la soie avec laquelle elles tissent des toiles où viennent se prendre leurs proies.;(Par analogie) (Arts) Toute sorte d’objet rappelant la forme d’une araignée (sens 1).;(Par analogie avec la toile) Filets de pêche ou de chasse très fins.
1233;éternité;nteéétri;˽ ˽ ˽ ˽  ˽ ˽ ˽ ˽;8;pérennité;perpétuité;immortalité;continuité;indestructibilité;Durée qui n’a ni commencement ni fin.;Durée qui a un commencement, mais qui n’aura pas de fin. — Note :  Dans ce sens on l’emploie surtout en parlant de la vie à venir.;(Par hyperbole) Temps fort long.
1235;métro;mréto;˽ ˽ ˽ ˽ ˽;5;rame;chemin de fer;train;;;(Vieilli) Mesure en poésie.;(Chemin de fer) Chemin de fer métropolitain.;(Par métonymie) Train d’un service de chemin de fer métropolitain.
1236;culotte;cttouel;˽ ˽ ˽  ˽  ˽ ˽ ˽;7;pantalon;caleçon;chausses;cache-sexe;grègues;(Habillement) (Vieilli) Pantalon court.;(Habillement) Sous-vêtement, caleçon.;(Habillement) (Équitation) Sorte de pantalon moulant utilisé dans la pratique de l'équitation.
1237;dessous;osssude;˽ ˽ ˽  ˽  ˽ ˽ ˽;7;sous-vêtement;lingerie;deçà;garde-nappe;infériorité;Dans la partie, à la face inférieure.;À la partie, à la face inférieure d’une chose.;Partie, face inférieure d’une chose.
1238;bâton;ontâb;˽ ˽ ˽ ˽ ˽;5;baguette;canne;tige;cravache;massue;Morceau de bois assez long, qu’on peut tenir à la main et qui sert généralement d’appui ou de défense. Comme par exemple le bâton d’une canne ou d’un parapluie.;Objet en forme de bâton, de forme cylindrique, qu’on peut prendre en main.;Traits droits que font ceux qui apprennent à écrire.
1239;tireur;riretu;˽ ˽ ˽  ˽ ˽ ˽;6;fusilier;mitrailleur;haleur;remorqueur;tracteur;Celui qui tire, aux divers sens du mot.;(Absolument) Personne qui tire à l'aide d'une arme à feu.;(Sport) Sportif qui pratique le tir avec une arme à feu.
1240;appart;atrppa;˽ ˽ ˽  ˽ ˽ ˽;6;;;;;;(Familier) Appartement.;;
