,lemme,phon,cgram,nblettres,freqlemfilms2,freqlemlivres
1122,avouer,avwe,VER,6,61.56,96.22
1126,plaindre,pl5dR,VER,8,61.25,67.84
1127,remplir,R@pliR,VER,7,61.21,81.42
1128,contrôler,k§tRole,VER,9,61.13,21.01
1130,taper,tape,VER,5,61.07,67.91
1138,téléphoner,telefone,VER,10,60.49,67.03
1140,dépendre,dep@dR,VER,8,60.33,36.49
1145,parfaire,paRfER,VER,8,60.06,19.86
1157,renvoyer,R@vwaje,VER,8,59.22,42.7
1161,repartir,R°paRtiR,VER,8,58.84,87.57
1162,enfermer,@fERme,VER,8,58.81,69.86
1170,habiller,abije,VER,8,58.27,67.36
1171,refaire,R°fER,VER,7,58.27,40.81
1176,gêner,Zene,VER,5,57.76,71.01
1181,éteindre,et5dR,VER,8,57.32,76.82
1186,rapporter,RapORte,VER,9,56.99,62.43
1187,coincer,kw5se,VER,7,56.95,30.61
1193,surprendre,syRpR@dR,VER,10,56.8,116.62
1194,convaincre,k§v5kR,VER,10,56.71,46.35
1196,livrer,livRe,VER,6,56.53,84.93
1202,juger,ZyZe,VER,5,56.12,96.96
1208,annoncer,an§se,VER,8,55.67,133.92
1213,haïr,aiR,VER,4,55.42,35.68
1220,briser,bRize,VER,6,55.2,61.62
1226,chasser,Sase,VER,7,54.93,67.91
1227,attirer,atiRe,VER,7,54.91,75.27
1229,allumer,alyme,VER,7,54.8,116.28
1237,écraser,ekRaze,VER,7,54.42,90.81
1240,arracher,aRaSe,VER,8,54.19,113.38
1246,sourire,suRiR,VER,7,53.97,262.91
1247,inventer,5v@te,VER,8,53.96,69.73
1251,mêler,mele,VER,5,53.84,112.64
1252,énerver,enERve,VER,7,53.83,23.72
1253,exploser,Eksploze,VER,8,53.79,24.05
1256,supplier,syplije,VER,8,53.66,34.46
1257,étonner,etone,VER,7,53.63,116.55
1263,déposer,depoze,VER,7,53.09,62.7
1266,placer,plase,VER,6,52.94,101.76
1267,remplacer,R@plase,VER,9,52.84,60.61
1268,accuser,akyze,VER,7,52.72,39.93
1272,nourrir,nuRiR,VER,7,52.53,64.53
1275,presser,pRese,VER,7,52.28,71.01
1276,accorder,akORde,VER,8,52.27,67.84
1277,emmerder,@mERde,VER,8,52.18,27.09
1280,reculer,R°kyle,VER,7,52.15,69.05
1282,élever,El°ve,VER,6,52.03,103.85
1287,accrocher,akRoSe,VER,9,51.56,99.93
1293,coller,kole,VER,6,51.31,107.16
1299,serrer,seRe,VER,6,50.99,207.5
1308,entraîner,@tRene,VER,9,50.68,101.08
1318,piquer,pike,VER,6,50.06,64.86
1319,admettre,admEtR,VER,8,50.05,59.46
1323,produire,pRod8iR,VER,8,49.81,68.92
1326,menacer,m°nase,VER,7,49.63,52.57
1329,gâcher,gaSe,VER,6,49.57,18.51
1333,concerner,k§sERne,VER,9,49.31,50.47
1339,représenter,R°pRez@te,VER,11,48.78,85.54
1341,bénir,beniR,VER,5,48.77,18.92
1349,endormir,@dORmiR,VER,8,48.19,73.18
1351,louer,lwe,VER,5,48.08,29.46
1355,soigner,swaNe,VER,7,48.04,42.84
1357,organiser,ORganize,VER,9,47.9,47.16
1362,ranger,R@Ze,VER,6,47.67,67.91
1364,couler,kule,VER,6,47.56,121.15
1365,rigoler,Rigole,VER,7,47.56,33.85
1367,commettre,komEtR,VER,9,47.45,37.16
1376,trahir,tRaiR,VER,6,46.83,41.55
1378,débrouiller,debRuje,VER,11,46.72,20.81
1381,fâcher,faSe,VER,6,46.63,21.96
1389,attacher,ataSe,VER,8,46.37,71.01
1390,joindre,Zw5dR,VER,7,46.37,32.7
1402,voyager,vwajaZe,VER,7,45.74,27.5
1407,nommer,nome,VER,6,45.6,62.3
1411,rechercher,R°SERSe,VER,10,45.51,22.43
1418,obéir,obeiR,VER,5,45.12,45.88
1419,saluer,sal8e,VER,6,45.09,67.64
1427,mordre,mORdR,VER,6,44.85,48.45
1430,guérir,geRiR,VER,6,44.73,30.27
1443,détendre,det@dR,VER,8,44.39,23.58
1444,interroger,5tERoZe,VER,10,44.31,73.04
1446,faillir,fajiR,VER,7,44.19,43.65
1448,condamner,k§dane,VER,9,44.15,44.59
1453,marquer,maRke,VER,7,43.78,101.08
1455,apparaître,apaREtR,VER,10,43.78,159.26
1456,ramasser,Ramase,VER,8,43.76,74.8
1462,abattre,abatR,VER,7,43.47,50.61
1476,considérer,k§sideRe,VER,10,43.0,87.43
1477,pendre,p@dR,VER,6,42.99,58.04
1479,combattre,k§batR,VER,9,42.89,36.35
1480,posséder,posede,VER,8,42.76,82.23
1482,bouffer,bufe,VER,7,42.72,33.04
1484,observer,opsERve,VER,8,42.66,116.01
1486,dépasser,depase,VER,8,42.62,78.78
1488,fonctionner,f§ksjone,VER,11,42.51,24.39
1490,fouiller,fuje,VER,8,42.37,47.16
1493,goûter,gute,VER,6,42.27,39.86
1495,insister,5siste,VER,8,42.16,67.03
1496,transformer,tR@sfORme,VER,11,42.15,60.68
1498,annuler,anyle,VER,7,42.11,5.47
1501,réunir,ReyniR,VER,6,41.93,56.69
1504,piger,piZe,VER,5,41.77,11.96
1505,punir,pyniR,VER,5,41.7,20.14
1506,renoncer,R°n§se,VER,8,41.65,64.46
1508,déclarer,deklaRe,VER,8,41.59,73.18
1509,confier,k§fje,VER,7,41.5,69.53
1515,rompre,R§pR,VER,6,41.37,52.64
1517,éclater,eklate,VER,7,41.33,100.47
1526,éloigner,elwaNe,VER,8,41.15,133.11
1529,allonger,al§Ze,VER,8,41.05,89.66
1531,résoudre,RezudR,VER,8,40.95,36.96
1532,appuyer,ap8ije,VER,7,40.95,126.01
1540,fabriquer,fabRike,VER,9,40.37,47.57
1547,balancer,bal@se,VER,8,40.12,67.7
1548,filmer,filme,VER,6,40.08,3.45
1554,déconner,dekone,VER,8,39.86,10.95
1557,voiler,vwale,VER,6,39.78,14.73
1561,former,fORme,VER,6,39.69,110.27
1563,concentrer,k§s@tRe,VER,10,39.58,18.92
1568,relever,R°l°ve,VER,7,39.49,124.93
1572,violer,vjole,VER,6,39.43,19.19
1582,disputer,dispyte,VER,8,39.31,22.09
1590,pisser,pise,VER,6,39.03,26.49
1592,contacter,k§takte,VER,9,38.96,2.03
1594,résister,Reziste,VER,8,38.91,52.16
1596,ajouter,aZute,VER,7,38.88,224.66
1597,convenir,k§v°niR,VER,8,38.82,73.78
1603,déplacer,deplase,VER,8,38.63,46.82
1604,bloquer,bloke,VER,7,38.62,23.11
1608,identifier,id@tifje,VER,10,38.52,18.92
1610,veiller,veje,VER,7,38.41,41.62
1612,rattraper,RatRape,VER,9,38.32,39.39
1614,planter,pl@te,VER,7,38.29,75.88
1621,viser,vize,VER,5,38.03,27.57
1630,promener,pROmne,VER,8,37.8,97.77
1634,venger,v@Ze,VER,6,37.73,24.46
1644,informer,5fORme,VER,8,37.42,21.69
1649,lier,lje,VER,4,37.17,46.08
1655,effrayer,efREje,VER,8,37.04,29.86
1656,fêter,fete,VER,5,36.97,16.01
1660,saisir,seziR,VER,6,36.81,135.74
1661,impliquer,5plike,VER,9,36.8,12.09
1662,ordonner,ORdone,VER,8,36.73,35.68
1670,indiquer,5dike,VER,8,36.49,54.12
1673,examiner,Egzamine,VER,8,36.36,50.68
1676,puer,p8e,VER,4,36.29,18.65
1680,peindre,p5dR,VER,7,36.05,80.27
1683,avaler,avale,VER,6,35.89,65.27
1690,démarrer,demaRe,VER,8,35.67,29.32
1691,prétendre,pRet@dR,VER,9,35.63,67.43
1694,soutenir,sut°niR,VER,8,35.56,61.22
1699,déjeuner,deZ9ne,VER,8,35.43,36.01
1714,exiger,EgziZe,VER,6,34.96,60.07
1717,visiter,vizite,VER,7,34.92,52.16
1720,saigner,seNe,VER,7,34.86,21.82
1725,glisser,glise,VER,7,34.75,229.32
1733,apercevoir,apERs°vwaR,VER,10,34.56,233.11
1740,réserver,RezERve,VER,8,34.31,47.57
1743,provoquer,pRovoke,VER,9,34.19,48.85
1746,trembler,tR@ble,VER,8,34.13,94.05
1749,embêter,@bete,VER,7,33.91,15.61
1751,confirmer,k§fiRme,VER,9,33.8,27.57
1758,participer,paRtisipe,VER,10,33.56,40.07
1767,décevoir,dEs°vwaR,VER,8,33.23,21.69
1769,réagir,ReaZiR,VER,6,33.19,23.45
1770,hurler,yRle,VER,6,33.17,88.65
1775,enregistrer,@R°ZistRe,VER,11,33.07,14.73
1792,fixer,fikse,VER,5,32.73,140.95
1793,révéler,Revele,VER,7,32.7,60.34
1801,déménager,demenaZe,VER,9,32.4,10.34
1802,admirer,admiRe,VER,7,32.39,68.18
1817,conseiller,k§seje,VER,10,32.11,34.93
1822,accueillir,ak9jiR,VER,10,31.98,54.73
1823,enseigner,@seNe,VER,9,31.98,23.04
1824,plonger,pl§Ze,VER,7,31.96,86.22
1829,habituer,abit8e,VER,8,31.89,46.42
1832,buter,byte,VER,5,31.86,21.62
1840,péter,pete,VER,5,31.66,16.28
1854,emprunter,@pR1te,VER,9,31.3,31.28
1856,noter,note,VER,5,31.24,44.53
1858,verser,vERse,VER,6,31.2,53.99
1864,dépenser,dep@se,VER,8,31.1,15.41
1874,assassiner,asasine,VER,10,30.87,15.27
1876,avertir,avERtiR,VER,7,30.8,37.7
1879,affronter,afR§te,VER,9,30.72,22.43
1880,adresser,adRese,VER,8,30.71,98.04
1882,vider,vide,VER,5,30.68,70.81
1884,échouer,eSwe,VER,7,30.62,20.61
1887,assister,asiste,VER,8,30.57,62.23
1891,parer,paRe,VER,5,30.5,19.66
1897,nager,naZe,VER,5,30.36,25.68
1900,autoriser,otoRize,VER,9,30.28,20.88
1901,éliminer,elimine,VER,8,30.28,8.04
1902,foncer,f§se,VER,6,30.27,41.82
1909,subir,sybiR,VER,5,30.13,53.72
1912,suicider,s8iside,VER,8,30.09,11.35
1913,contenir,k§t°niR,VER,8,30.07,58.92
1914,hésiter,ezite,VER,7,30.06,122.43
1918,exprimer,EkspRime,VER,8,30.02,72.64
1921,dessiner,desine,VER,8,29.97,79.66
1928,augmenter,ogm@te,VER,9,29.86,20.95
1931,armer,aRme,VER,5,29.77,28.45
1937,voter,vote,VER,5,29.61,8.51
1940,opérer,opeRe,VER,6,29.59,24.53
1941,dénoncer,den§se,VER,8,29.57,19.05
1955,rassurer,RasyRe,VER,8,29.25,68.04
1966,contenter,k§t@te,VER,9,29.04,60.61
1967,effacer,efase,VER,7,29.02,70.34
1968,suggérer,sygZeRe,VER,8,29.0,25.34
1971,briller,bRije,VER,7,28.91,81.22
1974,croiser,kRwaze,VER,7,28.84,76.35
1975,envoler,@vole,VER,7,28.82,29.86
1989,raser,Raze,VER,5,28.54,43.78
1990,étouffer,etufe,VER,8,28.5,59.46
1992,tarder,taRde,VER,6,28.36,34.46
1995,souffler,sufle,VER,8,28.33,83.65
1996,décrire,dekRiR,VER,7,28.31,40.2
2010,raccrocher,RakRoSe,VER,10,28.09,26.08
2015,exciter,Eksite,VER,7,28.01,26.55
2017,cracher,kRaSe,VER,7,27.93,45.81
2018,signaler,siNale,VER,8,27.92,27.5
2019,réduire,Red8iR,VER,7,27.88,50.61
2021,vaincre,v5kR,VER,7,27.84,25.68
2027,rembourser,R@buRse,VER,10,27.71,9.26
2040,gérer,ZeRe,VER,5,27.51,3.31
2042,divorcer,divORse,VER,8,27.5,8.11
2043,interrompre,5tER§pR,VER,11,27.47,64.32
2045,échanger,eS@Ze,VER,8,27.38,58.18
2052,noyer,nwaje,VER,5,27.29,38.58
2055,conclure,k§klyR,VER,8,27.26,51.76
2056,repérer,R°peRe,VER,7,27.23,31.15
2059,garer,gaRe,VER,5,27.16,18.04
2060,cuisiner,k8izine,VER,8,27.13,6.15
2062,cogner,koNe,VER,6,27.01,34.26
2070,insulter,5sylte,VER,8,26.93,18.31
2072,exagérer,EgzaZeRe,VER,8,26.93,22.57
2073,repasser,R°pase,VER,8,26.91,34.19
2080,atterrir,ateRiR,VER,8,26.73,9.39
2084,barrer,baRe,VER,6,26.71,32.36
2085,méfier,mefje,VER,6,26.68,35.95
2092,tendre,t@dR,VER,6,26.63,218.38
2095,inspirer,5spiRe,VER,8,26.56,45.0
2103,embarquer,@baRke,VER,9,26.49,32.77
2106,déchirer,deSiRe,VER,8,26.46,53.11
2109,baigner,beNe,VER,7,26.42,41.42
2114,épargner,epaRNe,VER,8,26.39,25.95
2116,établir,etabliR,VER,7,26.38,57.77
2128,vomir,vomiR,VER,5,26.12,23.31
2131,rassembler,Ras@ble,VER,10,25.99,52.7
2135,raccompagner,Rak§paNe,VER,12,25.9,14.39
2140,comparer,k§paRe,VER,8,25.84,26.01
2145,sacrifier,sakRifje,VER,9,25.67,20.2
2146,fournir,fuRniR,VER,7,25.67,56.28
2147,débarquer,debaRke,VER,9,25.66,34.39
2155,torturer,tORtyRe,VER,8,25.55,15.41
2160,pointer,pw5te,VER,7,25.45,38.51
2162,lutter,lyte,VER,6,25.41,48.78
2164,inscrire,5skRiR,VER,8,25.41,42.7
2165,épuiser,ep8ize,VER,7,25.41,33.11
2178,rapprocher,RapRoSe,VER,10,25.18,54.66
2179,sacrer,sakRe,VER,6,25.16,16.82
2180,unir,yniR,VER,4,25.15,32.16
2182,creuser,kR2ze,VER,7,25.11,64.19
2183,satisfaire,satisfER,VER,10,25.1,38.11
2184,transmettre,tR@smEtR,VER,11,25.09,24.39
2190,exécuter,Egzekyte,VER,8,25.02,37.77
2194,décrocher,dekRoSe,VER,9,25.0,30.41
