Mot,hr_1,hr_2,hr_3,hr_4,hr_5,hr_6,hr_7,hr_8,hr_9,hr_10,hr_11,hr_12,hr_13,hr_14,hr_15,hr_16,hr_17,hr_18,hr_19,hr_20
a,a,ah,ha,à
aa,aa,haha
abaque,cabas
hai,hai,haie
haie,hai,haie
haine,nay
haire,rai,raie,rets
haka,haka,hakka
hakka,haka,hakka
halal,lala
hale,la,las,là
hall,los,lot
halle,la,las,là
halo,aula,holà,ola
hamac,kama
hampe,pan,paon
han,an,en,han
hanche,champ,chand,chant
hanter,étang
happe,pa,pas
haque,cas,k,ka
haras,ara,haras
hard,drap
harde,drap
hare,ra,ras,rat,raz
haro,aura
hart,ra,ras,rat,raz
hasch,chah,chas,chat,schah,shah
hausse,saut,sceau,seau,sot
haut,au,aulx,aux,eau,haut,ho,o,oh,ô
heaume,mot
hein,hein
hem,mai,maie,mais,mets
henné,aîné,henné
hep,paie,paix,pet
herbe,brai
heu,euh,eux,heu
heureux,heureux
hi,hi,i,y
hi-fi,hi-fi
hic,chi,qui
hilare,rallye
hile,li,lie
hip,pi,pie,pis
hippie,hippie,hippy
hippo,hopi
hippy,hippie,hippy
hisse,ci,cis,scie,si,sis
hit,tee
hittite,titi
ho,au,aulx,aux,eau,haut,ho,o,oh,ô
holà,allo,allô,halo
homard,rameau
home,mot
homo,homo
hon,hon,on
honnir,rhino
honte,thon,ton
hopi,hippo,hypo
hottée,étau
hou,hou,houe,houx,ou,ouh,où
houe,hou,houe,houx,ou,ouh,où
houhou,houhou
houle,loup
houlque,clou
houp,pou,pouh,pouls
houppe,pou,pouh,pouls
housse,saoul,sou,soue,soûl
houx,hou,houe,houx,ou,ouh,où
hue,hue,u
hun,hun,un,uns
hune,nu
hure,ru,rue
hussite,tissu
hypo,hopi
hâle,la,las,là
hâte,ta,tas
hâter,état
hère,rai,raie,rets
hé,ais,eh,et,hé,é
hélas,saler
héler,héler
héraut,orée
hériter,étirer
héro,orée
héros,orée
hôte,tau,taux,to,tôt
i,hi,i,y
ibo,obi
ici,ici
ide,die
ides,die
idée,édit
if,fi,fy,phi
igue,gui
il,li,lie
ils,li,lie
imam,mamie,mammy,mamy
iman,emmi
impasse,sapin
impur,rupin
in,ni,nid
inde,daim
infant,enfin
ire,ri,riz
iris,scierie
itou,outil
ive,vie
ivresse,servi
j,j
jacasse,saccage
jacques,cage
jap,page
jar,rage
jarre,rage
jars,rage
jas,age,âge
jauge,jauge
jour,rouge
juge,juge
jules,luge
jà,age,âge
k,hack,haque
ka,hack,haque
kama,hamac
kapo,opaque
kart,trac,traque
kata,attaque
kawa,awacs
kayac,kayac,kayak
kayak,kayac,kayak
kazakh,casaque,kazakh
ket,tec,teck,tek
khat,tac
kick,kick,quick
kid,dyke
kif,fic
kilo,aulique
kip,pic,pique
kipa,à-pic
kippa,à-pic
kit,tic,tique
kot,toc,toque
kriss,cirque
l,l
l'une,nul
la,ale,hale,halle,hâle
labbe,bal,bale,balle
lac,cal,cale
lack,cal,cale
lacs,cal,cale
lacune,nucal
lad,dal,dale,dalle
lai,aile,elle,elles
laid,aile,elle,elles
laie,aile,elle,elles
laisse,celle,celles,sel,selle
lait,aile,elle,elles
lala,halal
lame,mal,malle,mâle
lap,pal,pale,pâle
lapis,cipal
laque,cal,cale
laquer,écale
lard,râle
lare,râle
largue,graal
las,ale,hale,halle,hâle
latence,santal
lats,stalle
latte,talle
latter,étal,étale
lav,val
lave,val
legs,gail
lei,aile,elle,elles
lek,quel,quelle,quelles,quels
lesquelles,lesquelles,lesquels
lesquels,lesquelles,lesquels
let,aile,elle,elles
lette,tel,tell,telle,telles,tels,tél
lez,aile,elle,elles
li,hile,il,ils,île
lice,cil,sil
liche,chyle
lie,hile,il,ils,île
lied,deal
lime,mil,mille
line,nil
lisse,cil,sil
liter,éthyle
litée,éthyle
live,vil,ville
lob,bol
lobe,bol
loch,col,colle
lof,fol
look,cool,coule
lope,pole
loque,col,colle
lors,roll,rolle
los,hall
lot,hall
lotta,atoll
louf,foule,full
loup,houle
loupe,pool,poule
lourd,roule
luge,jules
lune,nul
lunule,lunule
lur,roule
luth,tulle
lutte,tulle
lys,cil,sil
là,ale,hale,halle,hâle
lâche,châle,shale
lès,aile,elle,elles
m,m
ma,âme
mac,came
mach,came
madame,madame,mme
mai,hem
maie,hem
mais,hem
mal,lame
malle,lame
mam,mam,mame
mame,mam,mame
mamie,imam
mammy,imam
mamy,imam
maque,came
marc,ram,rame,rams
marre,ram,rame,rams
mas,âme
matraque,carthame
mets,hem
mi-bas,abyme,abîme
mi-peau,opimes
mil,lime
mille,lime
mime,mime
min,nim
mine,nim
minime,minime
mir,rime
mire,rime
miss,cime
mite,team
mme,madame,mme
moos,somme
moose,zoom
moque,com,comme
more,rhum,rom
mors,rhum,rom
mort,rhum,rom
mot,heaume,home
motte,tom,tome,tomme
mouche,chum
mur,rhume
mutant,anthume
myrrhe,rime
mythe,team
mâle,lame
mât,âme
mèche,schème
même,même
môme,môme
mûr,rhume
na,âne
naira,arène
nap,panne
nappe,panne
natte,tanne
natter,éthane
nave,van,vanne
nay,haine
nef,faine
neige,gène,gêne
nerf,reine,renne,rêne
ni,in
niche,chine
nicher,échine
nid,in
nil,line
nim,min,mine
nippe,pine
nipper,épine
nique,quine
niquer,équin
nitrate,tartine
nixe,skin
none,none,nonne
nonne,none,nonne
nos,aulne,aune
not,tonne
nota,atone
note,tonne
nu,hune,une,unes
nucal,lacune
nul,l'une,lune
nèpe,peine,penne,pêne
o,au,aulx,aux,eau,haut,ho,o,oh,ô
obi,ibo
ogresse,sergot
oh,au,aulx,aux,eau,haut,ho,o,oh,ô
ok,écho,écot
oka,ako
ola,allo,allô,halo
on,hon,on
onc,con
once,son
onde,dom,don,dont
onguent,angon
opaque,capo,capoc,capot,kapo
opimes,mi-peau
opus,suppôt
orée,héraut,héro,héros
ou,hou,houe,houx,ou,ouh,où
ouche,chou
ouf,fou
ouh,hou,houe,houx,ou,ouh,où
out,toi,toit
outil,itou
où,hou,houe,houx,ou,ouh,où
pa,ape,happe
pack,cap,cape
page,jap
paie,hep
pair,rep
paix,hep
pal,lap
pale,lap
pan,hampe
panne,nap,nappe
pante,tempe
paon,hampe
pape,pape
par,rap,râpe
parc,craps
parque,craps
parr,rap,râpe
pars,rap,râpe
part,rap,râpe
parthe,trappe
pas,ape,happe
passe,sape
pat,tap
patte,tap
peine,nèpe
penne,nèpe
pente,tempe
pep,pep
pers,rep
perte,trèpe
pesse,cep,cèpe
pet,hep
phare,raff
phi,if
pi,hip
pic,kip
pie,hip
pin's,snipe
pine,nippe
pipe,pipe
pique,kip
piquer,équipe
pis,hip
plat,alpe
plouc,coulpe
plouk,coulpe
poche,chope
pole,lope
pompe,pompe
pool,loupe
pop,pop,pope
pope,pop,pope
poque,cop,cops
porte,trope
pote,top,tope
pou,houp,houppe
pouce,soupe
pouh,houp,houppe
pouille,youp
poule,loupe
pouls,houp,houppe
poupe,poupe
pousse,soupe
presse,serpe
pupe,pupe
pâle,lap
pâque,cap,cape
pâques,cap,cape
pâte,tap
pâté,étape
pâtée,étape
père,rep
pêne,nèpe
qu,qu
quand,ankh
quant,ankh
quarre,rac,rack
quart,rac,rack
quarte,trac,traque
quel,lek
quelle,lek
quelles,lek
quels,lek
quette,tec,teck,tek
qui,hic
quiche,chic,chique
quick,kick,quick
quine,nique
quitte,tic,tique
quitter,éthique,étique
quête,tec,teck,tek
ra,are,ars,art,hare,hart
rab,bar,barre
rabe,bar,barre
rac,car,care,carre,quarre,quart
race,sar
rachat,achards,hachard
rack,car,care,carre,quarre,quart
rad,dard
radar,radar
rade,dard
raff,far,fard,fare,fart,phare
rag,gare
raga,hagard
rage,jar,jarre,jars
rai,air,aire,erre,ers,haire,hère,ère
raid,der
raide,der
raie,air,aire,erre,ers,haire,hère,ère
rail,yard
raire,raire
rallye,hilare
ram,marc,marre
ramas,amarre
rame,marc,marre
rameau,homard
rams,marc,marre
rap,par,parr,pars,part
rapper,épars,épart
raquer,écart
rare,rare
ras,are,ars,art,hare,hart
rash,char,charre
rasse,sar
rat,are,ars,art,hare,hart
rate,tard,tare
ratte,tard,tare
rave,var
raz,are,ars,art,hare,hart
reg,guerre,guère
reich,chiard
reine,nerf
renne,nerf
rep,pair,pers,père
rets,air,aire,erre,ers,haire,hère,ère
rhino,honnir
rhum,more,mors,mort
rhume,mur,mûr
ri,ire
ride,dire
rime,mir,mire,myrrhe
rimer,émir
rire,rire
rite,tir,tire
rive,vire
riz,ire
robe,bord,bore
roc,cor,corps
rock,cor,corps
rogue,gord,gore
roll,lors
rolle,lors
rom,more,mors,mort
roof,four,fourre
roque,cor,corps
rosse,sort
rote,tore,tors,tort
rouf,four,fourre
rouge,jour
rough,four,fourre
roule,lourd,lur
route,tour
ru,hure
rude,dur
rue,hure
rupin,impur
russe,sur,sûr
râle,lard,lare
râpe,par,parr,pars,part
râper,épars,épart
rêche,chair,chaire,cher
rêne,nerf
rêve,vair,ver,verre,vers,vert
sa,asse
sac,casse
saccage,jacasse
sado,audace
saga,agace
sagace,sagace
saie,esse,ès
sain,ains
saint,ains
sais,esse,ès
salace,salace
saler,hélas
sang,anse
sans,anse
santal,latence
saoul,housse
sape,passe
sapin,impasse
sar,race,rasse
sas,asse
sauce,sauce
sauf,fausses
saurer,éros
saut,hausse
scat,taxe
sceau,hausse
schah,ache,hache,hasch
schuss,souche
schème,mèche
scie,hisse
scierie,iris
seau,hausse
sec,caisse
sein,ains
seing,ains
sel,laisse
selle,laisse
sensé,essence
sentence,sentence
sergot,ogresse
serpe,presse
servi,ivresse
shah,ache,hache,hasch
shale,lâche
shed,dèche
shoot,touche
short,troche
si,hisse
sil,lice,lisse,lys
silice,cilice,silice
sis,hisse
six,six
ska,axe
ski,x
skiff,fixe
skin,nixe
slave,valse
snipe,pin's
soc,cosse
socque,cosse
somme,moos
son,once
sort,rosse
sot,hausse
sou,housse
souche,schuss
soude,douce
soue,housse
soupe,pouce,pousse
soute,tous
soûl,housse
stalle,lats
sunna,anus
suppôt,opus
sur,russe
sève,vesce
sûr,russe
t,t
ta,hâte
tab,baht,bath,batte
tac,khat
taf,fat
taffe,fat
talle,latte
tan,ante,ente
tanka,acanthe
tanne,natte
tant,ante,ente
tante,tante,tente
taon,ante,ente
tap,pat,patte,pâte
taper,épate
tard,rate,ratte
tare,rate,ratte
tartine,nitrate
tartiss,citrate
tas,hâte
tau,hôte
taux,hôte
taxe,scat
team,mite,mythe
tec,ket,quette,quête
teck,ket,quette,quête
tee,hit
tek,ket,quette,quête
tel,lette
tell,lette
telle,lette
telles,lette
tels,lette
tempe,pante,pente
temps,ante,ente
tentant,entente
tente,tante,tente
tette,tette,tête
thon,honte
thug,gut
tic,kit,quitte
tige,gîte
tique,kit,quitte
tir,rite
tire,rite
tissu,hussite
titi,hittite
to,hôte
toc,cote,cotte,kot
toi,out
toit,out
tom,motte
tome,motte
tomme,motte
ton,honte
tonka,acompte
tonne,not,note
tonte,tonte
top,pote
tope,pote
toque,cote,cotte,kot
tore,rote
torque,crotte
tors,rote
tort,rote
touche,shoot
toue,août
touffe,foot
tour,route
tous,soute
tout,août
toux,août
trac,carte,kart,quarte
trappe,parthe
traque,carte,kart,quarte
tresse,certes
troche,short
trope,porte
trouille,yourte
trèpe,perte
tube,bute,butte
tulle,luth,lutte
tél,lette
tête,tette,tête
tête-à-tête,tête-à-tête
tôt,hôte
u,hue,u
ubac,cabus
un,hun,un,uns
une,nu
unes,nu
uns,hun,un,uns
vague,gave
vair,rêve
val,lav,lave
valse,slave
van,nave
vanne,nave
var,rave
ver,rêve
verre,rêve
vers,rêve
vert,rêve
vesce,sève
vide,dive
vie,ive
vil,live
ville,live
vina,anniv
vire,rive
x,ski
y,hi,i,y
ya,ail,aïe
yack,caille
yak,caille
yard,rail
youp,pouille
yourte,trouille
zeb,baise
zef,fez
zig,guise
zigue,guise
zoom,moose
zzz,zzz,zzzz
zzzz,zzz,zzzz
à,a,ah,ha,à
à-pic,kipa,kippa
âge,jas,jà
âme,ma,mas,mât
âne,na
ça,asse
çà,asse
ère,rai,raie,rets
ès,saie,sais
é,ais,eh,et,hé,é
écale,laquer
écart,raquer
écher,écher
échine,nicher
écho,ok
écot,ok
édit,idée
égaler,élaguer
élaguer,égaler
éloquent,encoller
élément,emmêler
émir,rimer
émirat,arrimer
énarque,crâner
épars,rapper,râper
épart,rapper,râper
épate,taper
épine,nipper
épopée,épopée
épée,épée
équin,niquer
équipe,piquer
éros,saurer
étal,latter
étale,latter
étanche,chanter
étang,enter,hanter
étape,pâté,pâtée
état,athée,hâter
étau,hottée,ôter
éthane,natter
éthique,quitter
éthyle,liter,litée
étique,quitter
étirer,hériter
été,été
éwé,éwé
île,li,lie
ô,au,aulx,aux,eau,haut,ho,o,oh,ô
ôter,étau
